31
496
8;9;3;1;8;9;9;3;9;9;1;8;9;3;8;9;9;3;1;9;9;9;3;8;9;9;8;9;3;8;9;3;9;9;3;8;9;9;9;9;8;1;8;9;3;9;9;3;8;9;9;3;9;8;3;8;9;9;3;9;9;3;8;9;3;9;7;8;8;9;9;3;9;9;3;8;9;9;9;8;9;3;1;8;9;3;9;9;3;8;9;9;3;9;8;3;8;9;9;3;9;9;8;9;3;8;3;8;9;9;9;9;8;9;8;9;3;9;8;9;9;3;9;8;3;9;1;8;9;9;9;8;9;3;8;9;9;9;9;8;3;8;9;7;9;3;9;8;3;9;1;8;9;9;9;8;3;8;9;7;9;9;9;8;9;3;8;9;9;3;9;8;3;8;9;7;9;9;8;3;8;9;7;9;9;9;8;3;9;8;9;9;3;9;8;3;8;9;7;9;9;8;3;8;9;7;9;9;9;8;3;9;8;9;9;3;9;8;3;1;8;9;7;9;9;9;8;3;8;9;7;9;9;9;3;9;8;9;3;8;9;3;9;9;3;9;8;3;1;8;9;3;7;9;9;3;9;9;9;8;3;9;8;9;3;9;9;8;9;9;3;9;8;9;3;8;9;3;9;9;9;8;9;3;9;8;3;1;8;9;3;7;9;9;3;8;9;9;9;8;3;8;9;3;7;9;9;8;9;9;3;9;8;3;9;8;9;3;9;9;9;8;9;3;9;8;3;1;8;9;3;7;9;9;3;8;9;9;9;8;3;8;9;3;7;9;9;8;9;9;9;8;9;3;8;9;3;9;9;9;3;9;8;8;3;9;3;7;9;9;3;8;9;8;3;9;3;7;8;9;9;9;9;8;9;3;8;3;9;9;9;9;3;8;8;3;9;3;7;9;9;8;9;8;3;9;3;7;8;9;9;9;9;3;9;8;8;3;9;9;3;8;9;9;3;7;9;9;8;8;9;9;3;7;9;9;9;8;9;8;9;3;3;9;8;9;8;7;9;3;9;8;9;7;9;9;3;8;9;9;8;9;9;3;3;8;9;7;9;8;9;3;8;9;9;7;9;3;9;9;8;9;8;9;3;9;8;9;9;3;9;9;8;9;9;8;
5;1;11;9;5;2;2;11;1;1;9;5;2;11;5;1;2;11;9;2;2;1;11;5;1;2;5;1;11;5;1;11;2;2;11;5;2;1;1;2;5;9;5;1;11;2;2;11;5;1;1;11;2;5;11;5;2;1;11;2;2;11;5;1;11;2;6;5;5;1;1;11;2;2;11;5;2;1;2;5;1;11;9;5;1;11;2;2;11;5;1;1;11;2;5;11;5;2;1;11;2;2;5;1;11;5;11;5;2;1;1;2;5;2;5;2;11;1;5;1;2;11;2;5;11;1;9;5;1;2;2;5;1;11;5;1;2;2;2;5;11;5;1;3;2;11;2;5;11;1;9;5;1;2;2;5;11;5;1;3;2;2;2;5;1;11;5;1;2;11;2;5;11;5;1;3;2;2;5;11;5;1;3;2;2;2;5;11;1;5;1;2;11;2;5;11;5;1;3;2;2;5;11;5;1;3;2;2;2;5;11;1;5;1;2;11;2;5;11;9;5;1;3;2;1;2;5;11;5;1;3;2;2;1;11;2;5;1;11;5;1;11;2;1;11;2;5;11;9;5;1;11;3;2;2;11;1;2;2;5;11;1;5;1;11;2;2;5;2;1;11;2;5;1;11;5;1;11;2;2;2;5;1;11;2;5;11;9;5;1;11;3;2;2;11;5;2;1;2;5;11;5;1;11;3;2;2;5;2;1;11;2;5;11;1;5;1;11;2;2;2;5;1;11;2;5;11;9;5;1;11;3;2;2;11;5;2;1;2;5;11;5;1;11;3;2;2;5;1;2;2;5;1;11;5;1;11;2;2;2;11;1;5;5;11;2;11;3;1;2;11;5;2;5;11;1;11;3;5;2;2;2;1;5;1;11;5;11;2;2;2;1;11;5;5;11;2;11;3;1;2;5;2;5;11;1;11;3;5;2;2;1;2;11;1;5;5;11;2;1;11;5;2;2;11;3;1;2;5;5;1;2;11;3;2;2;1;5;1;5;2;11;11;2;5;1;5;3;2;11;2;5;1;3;2;2;11;5;2;1;5;1;2;11;11;5;1;3;2;5;2;11;5;1;2;3;2;11;2;1;5;1;5;2;11;1;5;1;2;11;1;2;5;2;1;5;
5;2;11;9;4;1;3;11;2;2;9;4;1;11;4;2;1;11;9;3;1;2;11;4;2;1;4;2;11;4;2;11;1;1;11;4;3;2;2;1;4;9;4;2;11;1;1;11;4;2;2;11;1;4;11;4;3;2;11;1;1;11;4;2;11;1;6;4;4;2;2;11;1;1;11;4;3;2;1;4;2;11;9;4;2;11;1;1;11;4;2;2;11;1;4;11;4;3;2;11;1;1;4;2;11;4;11;4;1;2;2;1;4;3;4;1;11;2;4;2;1;11;1;4;11;2;9;4;2;1;1;4;2;11;4;2;1;3;1;4;11;4;2;3;1;11;1;4;11;2;9;4;2;1;1;4;11;4;2;3;1;3;1;4;2;11;4;2;1;11;1;4;11;4;2;3;1;1;4;11;4;2;3;1;3;1;4;11;2;4;2;1;11;1;4;11;4;2;3;1;1;4;11;4;2;3;1;3;1;4;11;2;4;2;1;11;1;4;11;9;4;2;3;1;2;1;4;11;4;2;3;1;3;2;11;1;4;2;11;4;2;11;1;2;11;1;4;11;9;4;2;11;3;1;1;11;2;3;1;4;11;2;4;2;11;1;1;4;3;2;11;1;4;2;11;4;2;11;1;3;1;4;2;11;1;4;11;9;4;2;11;3;1;1;11;4;3;2;1;4;11;4;2;11;3;1;1;4;3;2;11;1;4;11;2;4;2;11;1;3;1;4;2;11;1;4;11;9;4;2;11;3;1;1;11;4;3;2;1;4;11;4;2;11;3;1;1;4;2;3;1;4;2;11;4;2;11;1;3;1;11;2;4;4;11;1;11;3;2;1;11;4;1;4;11;2;11;3;4;3;1;1;2;4;2;11;4;11;1;3;1;2;11;4;4;11;1;11;3;2;1;4;1;4;11;2;11;3;4;1;3;2;1;11;2;4;4;11;1;2;11;4;1;1;11;3;2;1;4;4;2;1;11;3;3;1;2;4;2;4;1;11;11;1;4;2;4;3;1;11;1;4;2;3;3;1;11;4;1;2;4;2;1;11;11;4;2;3;1;4;1;11;4;2;3;3;1;11;1;2;4;2;4;1;11;2;4;2;1;11;2;1;4;1;2;5;
7;6;10;8;1;4;7;10;6;6;8;1;4;10;1;6;4;10;8;7;4;6;10;1;6;4;1;6;10;1;6;10;4;4;10;1;7;6;6;4;1;8;1;6;10;4;4;10;1;6;6;10;4;1;10;1;7;6;10;4;4;10;1;6;10;4;6;1;1;6;6;10;4;4;10;1;7;6;4;1;6;10;8;1;6;10;4;4;10;1;6;6;10;4;1;10;1;7;6;10;4;4;1;6;10;1;10;1;4;6;6;4;1;7;1;4;10;6;1;6;4;10;4;1;10;6;8;1;6;4;4;1;6;10;1;6;4;7;4;1;10;1;6;5;4;10;4;1;10;6;8;1;6;4;4;1;10;1;6;5;4;7;4;1;6;10;1;6;4;10;4;1;10;1;6;5;4;4;1;10;1;6;5;4;7;4;1;10;6;1;6;4;10;4;1;10;1;6;5;4;4;1;10;1;6;5;4;7;4;1;10;6;1;6;4;10;4;1;10;8;1;6;5;4;6;4;1;10;1;6;5;4;7;6;10;4;1;6;10;1;6;10;4;6;10;4;1;10;8;1;6;10;5;4;4;10;6;7;4;1;10;6;1;6;10;4;4;1;7;6;10;4;1;6;10;1;6;10;4;7;4;1;6;10;4;1;10;8;1;6;10;5;4;4;10;1;7;6;4;1;10;1;6;10;5;4;4;1;7;6;10;4;1;10;6;1;6;10;4;7;4;1;6;10;4;1;10;8;1;6;10;5;4;4;10;1;7;6;4;1;10;1;6;10;5;4;4;1;6;7;4;1;6;10;1;6;10;4;7;4;10;6;1;1;10;4;10;5;6;4;10;1;4;1;10;6;10;5;1;7;4;4;6;1;6;10;1;10;4;7;4;6;10;1;1;10;4;10;5;6;4;1;4;1;10;6;10;5;1;4;7;6;4;10;6;1;1;10;4;6;10;1;4;4;10;5;6;4;1;1;6;4;10;5;7;4;6;1;6;1;4;10;10;4;1;6;1;5;4;10;4;1;6;5;7;4;10;1;4;6;1;6;4;10;10;1;6;5;4;1;4;10;1;6;7;5;4;10;4;6;1;6;1;4;10;6;1;6;4;10;6;4;1;4;6;7;
4;3;9;7;4;3;3;9;3;3;7;4;3;9;4;3;3;9;7;3;3;3;9;4;3;3;4;3;9;4;3;9;3;3;9;4;3;3;3;3;4;7;4;3;9;3;3;9;4;3;3;9;3;4;9;4;3;3;9;3;3;9;4;3;9;3;4;4;4;3;3;9;3;3;9;4;3;3;3;4;3;9;7;4;3;9;3;3;9;4;3;3;9;3;4;9;4;3;3;9;3;3;4;3;9;4;9;4;3;3;3;3;4;3;4;3;9;3;4;3;3;9;3;4;9;3;7;4;3;3;3;4;3;9;4;3;3;3;3;4;9;4;3;1;3;9;3;4;9;3;7;4;3;3;3;4;9;4;3;1;3;3;3;4;3;9;4;3;3;9;3;4;9;4;3;1;3;3;4;9;4;3;1;3;3;3;4;9;3;4;3;3;9;3;4;9;4;3;1;3;3;4;9;4;3;1;3;3;3;4;9;3;4;3;3;9;3;4;9;7;4;3;1;3;3;3;4;9;4;3;1;3;3;3;9;3;4;3;9;4;3;9;3;3;9;3;4;9;7;4;3;9;1;3;3;9;3;3;3;4;9;3;4;3;9;3;3;4;3;3;9;3;4;3;9;4;3;9;3;3;3;4;3;9;3;4;9;7;4;3;9;1;3;3;9;4;3;3;3;4;9;4;3;9;1;3;3;4;3;3;9;3;4;9;3;4;3;9;3;3;3;4;3;9;3;4;9;7;4;3;9;1;3;3;9;4;3;3;3;4;9;4;3;9;1;3;3;4;3;3;3;4;3;9;4;3;9;3;3;3;9;3;4;4;9;3;9;1;3;3;9;4;3;4;9;3;9;1;4;3;3;3;3;4;3;9;4;9;3;3;3;3;9;4;4;9;3;9;1;3;3;4;3;4;9;3;9;1;4;3;3;3;3;9;3;4;4;9;3;3;9;4;3;3;9;1;3;3;4;4;3;3;9;1;3;3;3;4;3;4;3;9;9;3;4;3;4;1;3;9;3;4;3;1;3;3;9;4;3;3;4;3;3;9;9;4;3;1;3;4;3;9;4;3;3;1;3;9;3;3;4;3;4;3;9;3;4;3;3;9;3;3;4;3;3;4;
3;3;10;8;6;3;1;10;3;3;8;6;3;10;6;3;3;10;8;1;3;3;10;6;3;3;6;3;10;6;3;10;3;3;10;6;1;3;3;3;6;8;6;3;10;3;3;10;6;3;3;10;3;6;10;6;1;3;10;3;3;10;6;3;10;3;5;6;6;3;3;10;3;3;10;6;1;3;3;6;3;10;8;6;3;10;3;3;10;6;3;3;10;3;6;10;6;1;3;10;3;3;6;3;10;6;10;6;3;3;3;3;6;1;6;3;10;3;6;3;3;10;3;6;10;3;8;6;3;3;3;6;3;10;6;3;3;1;3;6;10;6;3;3;3;10;3;6;10;3;8;6;3;3;3;6;10;6;3;3;3;1;3;6;3;10;6;3;3;10;3;6;10;6;3;3;3;3;6;10;6;3;3;3;1;3;6;10;3;6;3;3;10;3;6;10;6;3;3;3;3;6;10;6;3;3;3;1;3;6;10;3;6;3;3;10;3;6;10;8;6;3;3;3;3;3;6;10;6;3;3;3;1;3;10;3;6;3;10;6;3;10;3;3;10;3;6;10;8;6;3;10;3;3;3;10;3;1;3;6;10;3;6;3;10;3;3;6;1;3;10;3;6;3;10;6;3;10;3;1;3;6;3;10;3;6;10;8;6;3;10;3;3;3;10;6;1;3;3;6;10;6;3;10;3;3;3;6;1;3;10;3;6;10;3;6;3;10;3;1;3;6;3;10;3;6;10;8;6;3;10;3;3;3;10;6;1;3;3;6;10;6;3;10;3;3;3;6;3;1;3;6;3;10;6;3;10;3;1;3;10;3;6;6;10;3;10;3;3;3;10;6;3;6;10;3;10;3;6;1;3;3;3;6;3;10;6;10;3;1;3;3;10;6;6;10;3;10;3;3;3;6;3;6;10;3;10;3;6;3;1;3;3;10;3;6;6;10;3;3;10;6;3;3;10;3;3;3;6;6;3;3;10;3;1;3;3;6;3;6;3;10;10;3;6;3;6;3;3;10;3;6;3;3;1;3;10;6;3;3;6;3;3;10;10;6;3;3;3;6;3;10;6;3;1;3;3;10;3;3;6;3;6;3;10;3;6;3;3;10;3;3;6;3;3;3;
12;11;12;11;6;10;12;12;11;11;11;6;10;12;6;11;10;12;11;12;10;11;12;6;11;10;6;11;12;6;11;12;10;10;12;6;12;11;11;10;6;11;6;11;12;10;10;12;6;11;11;12;10;6;12;6;12;11;12;10;10;12;6;11;12;10;10;6;6;11;11;12;10;10;12;6;12;11;10;6;11;12;11;6;11;12;10;10;12;6;11;11;12;10;6;12;6;12;11;12;10;10;6;11;12;6;12;6;10;11;11;10;6;12;6;10;12;11;6;11;10;12;10;6;12;11;11;6;11;10;10;6;11;12;6;11;10;12;10;6;12;6;11;10;10;12;10;6;12;11;11;6;11;10;10;6;12;6;11;10;10;12;10;6;11;12;6;11;10;12;10;6;12;6;11;10;10;10;6;12;6;11;10;10;12;10;6;12;11;6;11;10;12;10;6;12;6;11;10;10;10;6;12;6;11;10;10;12;10;6;12;11;6;11;10;12;10;6;12;11;6;11;10;10;11;10;6;12;6;11;10;10;12;11;12;10;6;11;12;6;11;12;10;11;12;10;6;12;11;6;11;12;10;10;10;12;11;12;10;6;12;11;6;11;12;10;10;6;12;11;12;10;6;11;12;6;11;12;10;12;10;6;11;12;10;6;12;11;6;11;12;10;10;10;12;6;12;11;10;6;12;6;11;12;10;10;10;6;12;11;12;10;6;12;11;6;11;12;10;12;10;6;11;12;10;6;12;11;6;11;12;10;10;10;12;6;12;11;10;6;12;6;11;12;10;10;10;6;11;12;10;6;11;12;6;11;12;10;12;10;12;11;6;6;12;10;12;10;11;10;12;6;10;6;12;11;12;10;6;12;10;10;11;6;11;12;6;12;10;12;10;11;12;6;6;12;10;12;10;11;10;6;10;6;12;11;12;10;6;10;12;11;10;12;11;6;6;12;10;11;12;6;10;10;12;10;11;10;6;6;11;10;12;10;12;10;11;6;11;6;10;12;12;10;6;11;6;10;10;12;10;6;11;10;12;10;12;6;10;11;6;11;10;12;12;6;11;10;10;6;10;12;6;11;12;10;10;12;10;11;6;11;6;10;12;11;6;11;10;12;11;10;6;10;11;12;
10;11;8;7;8;10;11;8;11;11;7;8;10;8;8;11;10;8;7;11;10;11;8;8;11;10;8;11;8;8;11;8;10;10;8;8;11;11;11;10;8;7;8;11;8;10;10;8;8;11;11;8;10;8;8;8;11;11;8;10;10;8;8;11;8;10;9;8;8;11;11;8;10;10;8;8;11;11;10;8;11;8;7;8;11;8;10;10;8;8;11;11;8;10;8;8;8;11;11;8;10;10;8;11;8;8;8;8;10;11;11;10;8;11;8;10;8;11;8;11;10;8;10;8;8;11;7;8;11;10;10;8;11;8;8;11;10;11;10;8;8;8;11;9;10;8;10;8;8;11;7;8;11;10;10;8;8;8;11;9;10;11;10;8;11;8;8;11;10;8;10;8;8;8;11;9;10;10;8;8;8;11;9;10;11;10;8;8;11;8;11;10;8;10;8;8;8;11;9;10;10;8;8;8;11;9;10;11;10;8;8;11;8;11;10;8;10;8;8;7;8;11;9;10;11;10;8;8;8;11;9;10;11;11;8;10;8;11;8;8;11;8;10;11;8;10;8;8;7;8;11;8;9;10;10;8;11;11;10;8;8;11;8;11;8;10;10;8;11;11;8;10;8;11;8;8;11;8;10;11;10;8;11;8;10;8;8;7;8;11;8;9;10;10;8;8;11;11;10;8;8;8;11;8;9;10;10;8;11;11;8;10;8;8;11;8;11;8;10;11;10;8;11;8;10;8;8;7;8;11;8;9;10;10;8;8;11;11;10;8;8;8;11;8;9;10;10;8;11;11;10;8;11;8;8;11;8;10;11;10;8;11;8;8;8;10;8;9;11;10;8;8;10;8;8;11;8;9;8;11;10;10;11;8;11;8;8;8;10;11;10;11;8;8;8;8;10;8;9;11;10;8;10;8;8;11;8;9;8;10;11;11;10;8;11;8;8;8;10;11;8;8;10;10;8;9;11;10;8;8;11;10;8;9;11;10;11;8;11;8;10;8;8;10;8;11;8;9;10;8;10;8;11;9;11;10;8;8;10;11;8;11;10;8;8;8;11;9;10;8;10;8;8;11;11;9;10;8;10;11;8;11;8;10;8;11;8;11;10;8;11;10;8;10;11;10;
10;13;11;8;13;13;11;11;13;13;8;13;13;11;13;13;13;11;8;11;13;13;11;13;13;13;13;13;11;13;13;11;13;13;11;13;11;13;13;13;13;8;13;13;11;13;13;11;13;13;13;11;13;13;11;13;11;13;11;13;13;11;13;13;11;13;8;13;13;13;13;11;13;13;11;13;11;13;13;13;13;11;8;13;13;11;13;13;11;13;13;13;11;13;13;11;13;11;13;11;13;13;13;13;11;13;11;13;13;13;13;13;13;11;13;13;11;13;13;13;13;11;13;13;11;13;8;13;13;13;13;13;13;11;13;13;13;11;13;13;11;13;13;11;13;11;13;13;11;13;8;13;13;13;13;13;11;13;13;11;13;11;13;13;13;11;13;13;13;11;13;13;11;13;13;11;13;13;13;11;13;13;11;13;11;13;13;11;13;13;13;13;11;13;13;11;13;13;11;13;13;13;11;13;13;11;13;11;13;13;11;13;13;13;13;11;13;13;11;8;13;13;11;13;13;13;13;11;13;13;11;13;11;13;11;13;13;13;11;13;13;11;13;13;11;13;13;11;8;13;13;11;11;13;13;11;13;11;13;13;11;13;13;13;11;13;13;13;11;13;11;13;13;13;11;13;13;11;13;11;13;13;13;11;13;13;11;8;13;13;11;11;13;13;11;13;11;13;13;13;11;13;13;11;11;13;13;13;11;13;11;13;13;11;13;13;13;11;13;11;13;13;13;11;13;13;11;8;13;13;11;11;13;13;11;13;11;13;13;13;11;13;13;11;11;13;13;13;13;11;13;13;13;11;13;13;11;13;11;13;11;13;13;13;11;13;11;11;13;13;11;13;13;13;11;13;11;11;13;11;13;13;13;13;13;11;13;11;13;11;13;13;11;13;13;11;13;11;11;13;13;13;13;13;11;13;11;11;13;13;11;13;13;11;13;13;13;11;13;13;11;13;13;13;11;11;13;13;13;13;13;13;11;11;11;13;13;13;13;13;13;11;11;13;13;13;13;11;13;11;13;13;13;11;11;13;11;13;13;13;13;13;13;11;11;13;13;11;13;13;13;11;13;13;11;11;13;11;13;13;13;13;13;13;11;13;13;13;13;11;13;13;13;13;13;10;
9;11;6;5;7;10;10;6;11;11;5;7;10;6;7;11;10;6;5;10;10;11;6;7;11;10;7;11;6;7;11;6;10;10;6;7;10;11;11;10;7;5;7;11;6;10;10;6;7;11;11;6;10;7;6;7;10;11;6;10;10;6;7;11;6;10;8;7;7;11;11;6;10;10;6;7;10;11;10;7;11;6;5;7;11;6;10;10;6;7;11;11;6;10;7;6;7;10;11;6;10;10;7;11;6;7;6;7;10;11;11;10;7;10;7;10;6;11;7;11;10;6;10;7;6;11;5;7;11;10;10;7;11;6;7;11;10;10;10;7;6;7;11;8;10;6;10;7;6;11;5;7;11;10;10;7;6;7;11;8;10;10;10;7;11;6;7;11;10;6;10;7;6;7;11;8;10;10;7;6;7;11;8;10;10;10;7;6;11;7;11;10;6;10;7;6;7;11;8;10;10;7;6;7;11;8;10;10;10;7;6;11;7;11;10;6;10;7;6;5;7;11;8;10;11;10;7;6;7;11;8;10;10;11;6;10;7;11;6;7;11;6;10;11;6;10;7;6;5;7;11;6;8;10;10;6;11;10;10;7;6;11;7;11;6;10;10;7;10;11;6;10;7;11;6;7;11;6;10;10;10;7;11;6;10;7;6;5;7;11;6;8;10;10;6;7;10;11;10;7;6;7;11;6;8;10;10;7;10;11;6;10;7;6;11;7;11;6;10;10;10;7;11;6;10;7;6;5;7;11;6;8;10;10;6;7;10;11;10;7;6;7;11;6;8;10;10;7;11;10;10;7;11;6;7;11;6;10;10;10;6;11;7;7;6;10;6;8;11;10;6;7;10;7;6;11;6;8;7;10;10;10;11;7;11;6;7;6;10;10;10;11;6;7;7;6;10;6;8;11;10;7;10;7;6;11;6;8;7;10;10;11;10;6;11;7;7;6;10;11;6;7;10;10;6;8;11;10;7;7;11;10;6;8;10;10;11;7;11;7;10;6;6;10;7;11;7;8;10;6;10;7;11;8;10;10;6;7;10;11;7;11;10;6;6;7;11;8;10;7;10;6;7;11;10;8;10;6;10;11;7;11;7;10;6;11;7;11;10;6;11;10;7;10;11;9;
