31
107
8;9;14;6;11;11;9;8;16;6;14;11;16;11;6;11;6;1;14;11;16;11;11;16;8;11;14;6;11;9;6;7;11;11;14;9;8;6;11;9;6;11;11;14;9;8;6;11;6;6;6;9;11;16;14;6;6;11;7;9;2;6;16;11;6;14;6;11;6;11;9;18;6;6;11;8;14;11;6;6;11;6;11;6;14;11;11;6;14;8;6;6;11;14;6;8;6;6;14;16;1;16;6;6;16;14;8;
5;2;21;6;14;11;2;10;9;6;21;11;9;14;6;11;6;9;21;11;9;14;11;9;10;11;21;6;11;4;6;4;14;11;21;4;10;6;11;4;6;14;11;21;4;10;6;11;6;7;6;4;14;9;21;6;6;11;4;4;10;6;9;11;7;21;6;11;6;14;4;11;6;6;11;10;21;11;6;6;14;6;11;6;21;11;14;6;21;10;6;6;14;21;6;10;6;7;21;9;9;9;7;6;9;21;5;
5;1;21;7;14;10;1;10;10;7;21;10;10;14;7;10;7;9;21;10;10;14;10;10;10;10;21;7;10;4;7;4;14;10;21;4;10;7;10;4;7;14;10;21;4;10;7;10;7;7;7;4;14;10;21;7;7;10;4;4;10;7;10;10;7;21;7;10;7;14;4;12;7;7;10;10;21;10;7;7;14;7;10;7;21;10;14;7;21;10;7;7;14;21;7;10;7;7;21;10;9;10;7;7;10;21;5;
7;4;21;7;15;6;4;12;13;7;21;6;13;15;7;6;7;8;21;6;13;15;6;13;12;6;21;7;6;4;7;5;15;6;21;4;12;7;6;4;7;15;6;21;4;12;7;6;7;7;7;4;15;13;21;7;7;6;5;4;9;7;13;6;7;21;7;6;7;15;4;15;7;7;6;12;21;6;7;7;15;7;6;7;21;6;15;7;21;12;7;7;15;21;7;12;7;7;21;13;8;13;7;7;13;21;7;
4;3;19;5;13;10;3;9;11;5;19;10;11;13;5;10;5;7;19;10;11;13;10;11;9;10;19;5;10;2;5;2;13;10;19;2;9;5;10;2;5;13;10;19;2;9;5;10;5;5;5;2;13;11;19;5;5;10;2;2;8;5;11;10;5;19;5;10;5;13;2;13;5;5;10;9;19;10;5;5;13;5;10;5;19;10;13;5;19;9;5;5;13;19;5;9;5;5;19;11;7;11;5;5;11;19;4;
3;3;20;5;13;12;3;8;9;5;20;12;9;13;5;12;5;8;20;12;9;13;12;9;8;12;20;5;12;4;5;4;13;12;20;4;8;5;12;4;5;13;12;20;4;8;5;12;5;6;5;4;13;9;20;5;5;12;4;4;10;5;9;12;6;20;5;12;5;13;4;11;5;5;12;8;20;12;5;5;13;5;12;5;20;12;13;5;20;8;5;5;13;20;5;8;5;6;20;9;8;9;6;5;9;20;3;
12;10;23;11;18;0;10;15;19;11;23;0;19;18;11;0;11;11;23;0;19;18;0;19;15;0;23;11;0;10;11;10;18;0;23;10;15;11;0;10;11;18;0;23;10;15;11;0;11;11;11;10;18;19;23;11;11;0;10;10;12;11;19;0;11;23;11;0;11;18;10;21;11;11;0;15;23;0;11;11;18;11;0;11;23;0;18;11;23;15;11;11;18;23;11;15;11;11;23;19;11;19;11;11;19;23;12;
10;10;20;10;16;7;10;13;18;10;20;7;18;16;10;7;10;7;20;7;18;16;7;18;13;7;20;10;7;10;10;9;16;7;20;10;13;10;7;10;10;16;7;20;10;13;10;7;10;9;10;10;16;18;20;10;10;7;9;10;8;10;18;7;9;20;10;7;10;16;10;20;10;10;7;13;20;7;10;10;16;10;7;10;20;7;16;10;20;13;10;10;16;20;10;13;10;9;20;18;7;18;9;10;18;20;10;
10;13;14;7;6;15;13;7;18;7;14;15;18;6;7;15;7;8;14;15;18;6;15;18;7;15;14;7;15;12;7;10;6;15;14;12;7;7;15;12;7;6;15;14;12;7;7;15;7;6;7;12;6;18;14;7;7;15;10;12;9;7;18;15;6;14;7;15;7;6;12;20;7;7;15;7;14;15;7;7;6;7;15;7;14;15;6;7;14;7;7;7;6;14;7;7;7;6;14;18;8;18;6;7;18;14;10;
9;10;18;8;14;7;10;11;18;8;18;7;18;14;8;7;8;5;18;7;18;14;7;18;11;7;18;8;7;9;8;9;14;7;18;9;11;8;7;9;8;14;7;18;9;11;8;7;8;7;8;9;14;18;18;8;8;7;9;9;6;8;18;7;7;18;8;7;8;14;9;20;8;8;7;11;18;7;8;8;14;8;7;8;18;7;14;8;18;11;8;8;14;18;8;11;8;7;18;18;5;18;7;8;18;18;9;
12;14;20;8;10;17;14;7;20;8;20;17;20;10;8;17;8;10;20;17;20;10;17;20;7;17;20;8;17;14;8;12;10;17;20;14;7;8;17;14;8;10;17;20;14;7;8;17;8;8;8;14;10;20;20;8;8;17;12;14;11;8;20;17;8;20;8;17;8;10;14;22;8;8;17;7;20;17;8;8;10;8;17;8;20;17;10;8;20;7;8;8;10;20;8;7;8;8;20;20;10;20;8;8;20;20;12;
10;9;28;12;20;14;9;16;14;12;28;14;14;20;12;14;12;16;28;14;14;20;14;14;16;14;28;12;14;12;12;12;20;14;28;12;16;12;14;12;12;20;14;28;12;16;12;14;12;13;12;12;20;14;28;12;12;14;12;12;18;12;14;14;13;28;12;14;12;20;12;16;12;12;14;16;28;14;12;12;20;12;14;12;28;14;20;12;28;16;12;12;20;28;12;16;12;13;28;14;16;14;13;12;14;28;10;
6;2;22;8;16;10;2;11;9;8;22;10;9;16;8;10;8;10;22;10;9;16;10;9;11;10;22;8;10;4;8;5;16;10;22;4;11;8;10;4;8;16;10;22;4;11;8;10;8;8;8;4;16;9;22;8;8;10;5;4;11;8;9;10;8;22;8;10;8;16;4;11;8;8;10;11;22;10;8;8;16;8;10;8;22;10;16;8;22;11;8;8;16;22;8;11;8;8;22;9;10;9;8;8;9;22;6;
9;9;19;9;15;4;9;12;17;9;19;4;17;15;9;4;9;7;19;4;17;15;4;17;12;4;19;9;4;9;9;8;15;4;19;9;12;9;4;9;9;15;4;19;9;12;9;4;9;8;9;9;15;17;19;9;9;4;8;9;8;9;17;4;8;19;9;4;9;15;9;19;9;9;4;12;19;4;9;9;15;9;4;9;19;4;15;9;19;12;9;9;15;19;9;12;9;8;19;17;7;17;8;9;17;19;9;
18;16;27;15;17;24;16;11;21;15;27;24;21;17;15;24;15;17;27;24;21;17;24;21;11;24;27;15;24;18;15;15;17;24;27;18;11;15;24;18;15;17;24;27;18;11;15;24;15;15;15;18;17;21;27;15;15;24;15;18;18;15;21;24;15;27;15;24;15;17;18;23;15;15;24;11;27;24;15;15;17;15;24;15;27;24;17;15;27;11;15;15;17;27;15;11;15;15;27;21;17;21;15;15;21;27;18;
20;21;0;16;20;23;21;18;27;16;0;23;27;20;16;23;16;13;0;23;27;20;23;27;18;23;0;16;23;20;16;19;20;23;0;20;18;16;23;20;16;20;23;0;20;18;16;23;16;16;16;20;20;27;0;16;16;23;19;20;15;16;27;23;16;0;16;23;16;20;20;29;16;16;23;18;0;23;16;16;20;16;23;16;0;23;20;16;0;18;16;16;20;0;16;18;16;16;0;27;13;27;16;16;27;0;20;
8;11;19;7;8;16;11;0;16;7;19;16;16;8;7;16;7;8;19;16;16;8;16;16;0;16;19;7;16;12;7;10;8;16;19;12;0;7;16;12;7;8;16;19;12;0;7;16;7;7;7;12;8;16;19;7;7;16;10;12;10;7;16;16;7;19;7;16;7;8;12;18;7;7;16;0;19;16;7;7;8;7;16;7;19;16;8;7;19;0;7;7;8;19;7;0;7;7;19;16;8;16;7;7;16;19;8;
11;14;20;8;0;17;14;9;19;8;20;17;19;0;8;17;8;10;20;17;19;0;17;19;9;17;20;8;17;14;8;12;0;17;20;14;9;8;17;14;8;0;17;20;14;9;8;17;8;8;8;14;0;19;20;8;8;17;12;14;11;8;19;17;8;20;8;17;8;0;14;21;8;8;17;9;20;17;8;8;0;8;17;8;20;17;0;8;20;9;8;8;0;20;8;9;8;8;20;19;10;19;8;8;19;20;11;
7;3;21;7;15;8;3;12;12;7;21;8;12;15;7;8;7;9;21;8;12;15;8;12;12;8;21;7;8;0;7;5;15;8;21;0;12;7;8;0;7;15;8;21;0;12;7;8;7;7;7;0;15;12;21;7;7;8;5;0;10;7;12;8;7;21;7;8;7;15;0;14;7;7;8;12;21;8;7;7;15;7;8;7;21;8;15;7;21;12;7;7;15;21;7;12;7;7;21;12;9;12;7;7;12;21;7;
10;10;27;12;20;19;10;15;0;12;27;19;0;20;12;19;12;16;27;19;0;20;19;0;15;19;27;12;19;12;12;12;20;19;27;12;15;12;19;12;12;20;19;27;12;15;12;19;12;13;12;12;20;0;27;12;12;19;12;12;17;12;0;19;13;27;12;19;12;20;12;3;12;12;19;15;27;19;12;12;20;12;19;12;27;19;20;12;27;15;12;12;20;27;12;15;12;13;27;0;16;0;13;12;0;27;10;
12;12;29;14;21;21;12;17;3;14;29;21;3;21;14;21;14;18;29;21;3;21;21;3;17;21;29;14;21;14;14;14;21;21;29;14;17;14;21;14;14;21;21;29;14;17;14;21;14;15;14;14;21;3;29;14;14;21;14;14;19;14;3;21;15;29;14;21;14;21;14;0;14;14;21;17;29;21;14;14;21;14;21;14;29;21;21;14;29;17;14;14;21;29;14;17;14;15;29;3;18;3;15;14;3;29;12;
9;9;15;7;11;11;9;8;17;7;15;11;17;11;7;11;7;2;15;11;17;11;11;17;8;11;15;7;11;9;7;8;11;11;15;9;8;7;11;9;7;11;11;15;9;8;7;11;7;6;7;9;11;17;15;7;7;11;8;9;0;7;17;11;6;15;7;11;7;11;9;19;7;7;11;8;15;11;7;7;11;7;11;7;15;11;11;7;15;8;7;7;11;15;7;8;7;6;15;17;2;17;6;7;17;15;9;
4;6;16;1;9;12;6;6;12;1;16;12;12;9;1;12;1;6;16;12;12;9;12;12;6;12;16;1;12;6;1;4;9;12;16;6;6;1;12;6;1;9;12;16;6;6;1;12;1;2;1;6;9;12;16;1;1;12;4;6;7;1;12;12;2;16;1;12;1;9;6;14;1;1;12;6;16;12;1;1;9;1;12;1;16;12;9;1;16;6;1;1;9;16;1;6;1;2;16;12;6;12;2;1;12;16;4;
5;6;15;2;9;10;6;6;13;2;15;10;13;9;2;10;2;5;15;10;13;9;10;13;6;10;15;2;10;6;2;4;9;10;15;6;6;2;10;6;2;9;10;15;6;6;2;10;2;1;2;6;9;13;15;2;2;10;4;6;6;2;13;10;1;15;2;10;2;9;6;15;2;2;10;6;15;10;2;2;9;2;10;2;15;10;9;2;15;6;2;2;9;15;2;6;2;1;15;13;5;13;1;2;13;15;5;
0;6;20;3;12;12;6;7;10;3;20;12;10;12;3;12;3;9;20;12;10;12;12;10;7;12;20;3;12;6;3;4;12;12;20;6;7;3;12;6;3;12;12;20;6;7;3;12;3;5;3;6;12;10;20;3;3;12;4;6;9;3;10;12;5;20;3;12;3;12;6;12;3;3;12;7;20;12;3;3;12;3;12;3;20;12;12;3;20;7;3;3;12;20;3;7;3;5;20;10;9;10;5;3;10;20;0;
0;6;20;3;12;12;6;7;10;3;20;12;10;12;3;12;3;9;20;12;10;12;12;10;7;12;20;3;12;6;3;4;12;12;20;6;7;3;12;6;3;12;12;20;6;7;3;12;3;5;3;6;12;10;20;3;3;12;4;6;9;3;10;12;5;20;3;12;3;12;6;12;3;3;12;7;20;12;3;3;12;3;12;3;20;12;12;3;20;7;3;3;12;20;3;7;3;5;20;10;9;10;5;3;10;20;0;
0;6;20;3;12;12;6;7;10;3;20;12;10;12;3;12;3;9;20;12;10;12;12;10;7;12;20;3;12;6;3;4;12;12;20;6;7;3;12;6;3;12;12;20;6;7;3;12;3;5;3;6;12;10;20;3;3;12;4;6;9;3;10;12;5;20;3;12;3;12;6;12;3;3;12;7;20;12;3;3;12;3;12;3;20;12;12;3;20;7;3;3;12;20;3;7;3;5;20;10;9;10;5;3;10;20;0;
0;6;20;3;12;12;6;7;10;3;20;12;10;12;3;12;3;9;20;12;10;12;12;10;7;12;20;3;12;6;3;4;12;12;20;6;7;3;12;6;3;12;12;20;6;7;3;12;3;5;3;6;12;10;20;3;3;12;4;6;9;3;10;12;5;20;3;12;3;12;6;12;3;3;12;7;20;12;3;3;12;3;12;3;20;12;12;3;20;7;3;3;12;20;3;7;3;5;20;10;9;10;5;3;10;20;0;
0;6;20;3;12;12;6;7;10;3;20;12;10;12;3;12;3;9;20;12;10;12;12;10;7;12;20;3;12;6;3;4;12;12;20;6;7;3;12;6;3;12;12;20;6;7;3;12;3;5;3;6;12;10;20;3;3;12;4;6;9;3;10;12;5;20;3;12;3;12;6;12;3;3;12;7;20;12;3;3;12;3;12;3;20;12;12;3;20;7;3;3;12;20;3;7;3;5;20;10;9;10;5;3;10;20;0;
0;6;20;3;12;12;6;7;10;3;20;12;10;12;3;12;3;9;20;12;10;12;12;10;7;12;20;3;12;6;3;4;12;12;20;6;7;3;12;6;3;12;12;20;6;7;3;12;3;5;3;6;12;10;20;3;3;12;4;6;9;3;10;12;5;20;3;12;3;12;6;12;3;3;12;7;20;12;3;3;12;3;12;3;20;12;12;3;20;7;3;3;12;20;3;7;3;5;20;10;9;10;5;3;10;20;0;
0;6;20;3;12;12;6;7;10;3;20;12;10;12;3;12;3;9;20;12;10;12;12;10;7;12;20;3;12;6;3;4;12;12;20;6;7;3;12;6;3;12;12;20;6;7;3;12;3;5;3;6;12;10;20;3;3;12;4;6;9;3;10;12;5;20;3;12;3;12;6;12;3;3;12;7;20;12;3;3;12;3;12;3;20;12;12;3;20;7;3;3;12;20;3;7;3;5;20;10;9;10;5;3;10;20;0;
