4 100 52
16 16 12 12
48 952 48 1191
20 930 20 1130
17 1039 49 1097
29 887 29 1138
14 761 14 1054
8 873 47 936
7 628 15 690
29 1069 29 1279
46 681 46 948
22 455 22 716
49 323 49 591
17 1033 17 1232
37 648 37 834
12 441 33 496
20 328 20 562
39 1066 45 1134
15 895 15 1113
26 1088 26 1284
23 764 23 962
17 707 5 787
7 331 7 531
34 758 34 1057
51 721 16 753
42 619 24 680
6 668 6 862
16 431 15 474
26 579 26 837
47 1167 47 1435
29 823 29 1010
29 464 29 656
22 978 33 1002
22 462 9 496
36 448 24 521
32 367 32 582
48 369 48 640
31 653 31 889
23 428 8 499
50 494 35 552
28 727 42 794
27 1160 27 1437
44 606 27 644
36 1127 36 1378
9 1019 11 1058
9 1106 9 1405
11 606 36 665
29 401 29 646
40 451 38 481
26 699 51 758
11 698 11 882
46 463 46 705
24 940 24 1233
27 1040 40 1089
45 816 23 875
34 448 38 512
43 477 39 519
46 469 41 494
32 915 11 986
16 810 16 1047
50 366 50 547
44 893 44 1164
36 602 36 815
6 372 6 643
40 1006 40 1235
42 1029 12 1055
18 310 18 557
22 687 25 768
35 736 35 981
8 645 35 735
23 531 34 584
44 1019 44 1275
15 712 15 920
50 401 50 680
22 587 22 777
12 698 12 914
48 826 48 843
16 471 16 733
21 1016 21 1224
34 925 21 1001
28 993 39 1073
48 1009 18 1089
22 575 50 623
46 468 46 764
6 616 6 840
46 716 30 767
23 825 12 856
9 433 16 480
21 522 21 731
20 895 7 929
25 552 29 615
41 850 41 1078
23 815 19 884
32 785 32 1084
44 703 29 728
51 416 51 709
48 439 42 469
21 456 21 654
9 1059 7 1127
27 803 27 1000
7 480 7 771
29 953 11 987
0 85 60 60 70 69 25 41 39 57 29 48 69 64 42 66 37 58 56 38 63 63 64 65 37 19 15 23 14 46 40 56 59 58 54 67 76 56 44 59 30 55 66 51 37 36 67 73 48 64 81 37
85 0 60 60 16 19 61 52 63 29 60 41 17 29 46 33 52 59 60 49 41 37 34 28 56 67 75 64 72 40 47 31 50 34 37 28 13 39 45 38 60 37 20 37 53 52 30 13 43 32 5 50
60 60 0 85 48 43 48 61 70 41 35 54 53 62 35 68 54 82 81 39 72 69 28 63 27 47 61 42 54 43 37 50 12 30 30 34 60 26 54 24 58 60 47 35 56 54 66 54 29 65 58 48
60 60 85 0 53 57 45 26 23 49 57 33 47 33 51 29 33 4 6 48 21 25 66 34 62 52 47 53 50 43 49 39 76 60 59 64 49 63 32 66 34 28 50 52 31 34 32 51 57 30 58 39
70 16 48 53 0 6 45 40 50 13 45 27 7 21 30 26 38 51 51 33 34 30 21 21 41 51 60 48 57 25 31 17 37 20 22 16 12 25 31 25 46 27 5 21 39 38 24 7 27 24 12 35
69 19 43 57 6 0 45 42 53 13 42 30 13 26 28 32 39 55 55 32 39 34 16 26 38 50 60 47 56 25 30 20 32 15 18 10 18 20 33 19 47 30 8 19 41 39 29 12 24 29 16 35
25 61 48 45 45 45 0 20 24 33 15 23 44 40 19 42 14 41 39 14 41 40 42 41 22 9 16 9 12 21 17 31 42 36 32 45 51 35 19 39 11 31 41 27 15 13 43 49 27 40 56 12
41 52 61 26 40 42 20 0 11 31 32 13 36 26 26 26 8 22 21 22 23 23 46 27 36 28 27 28 28 20 25 23 52 39 37 46 41 40 10 44 11 16 35 30 6 9 28 40 34 25 48 13
39 63 70 23 50 53 24 11 0 42 38 24 46 35 36 34 17 19 18 31 28 30 57 36 44 30 25 33 28 31 34 34 62 50 47 57 51 51 21 55 13 26 46 41 14 17 36 51 44 33 59 22
57 29 41 49 13 13 33 31 42 0 32 19 15 22 17 27 27 46 46 20 32 29 18 22 29 39 48 35 44 13 18 10 30 12 12 16 22 16 21 18 35 22 9 9 29 27 26 18 16 24 25 23
29 60 35 57 45 42 15 32 38 32 0 31 46 46 15 50 25 54 52 14 50 49 35 47 8 13 27 8 20 23 14 34 31 30 26 39 53 27 28 30 25 39 41 24 26 24 50 49 20 47 56 20
48 41 54 33 27 30 23 13 24 19 31 0 24 17 20 20 12 29 29 18 20 19 35 18 32 31 36 30 34 11 19 11 44 28 27 34 30 31 5 34 20 8 23 20 13 13 20 29 25 17 37 12
69 17 53 47 7 13 44 36 46 15 46 24 0 15 31 20 35 45 46 33 28 24 27 14 43 51 59 48 56 24 32 14 42 24 26 22 8 29 28 30 43 22 7 23 36 36 17 5 30 18 13 33
