4 100 40
13 16 12 15
17 1091 17 1288
8 860 38 912
11 436 11 680
7 1113 7 1354
12 487 17 555
18 1051 18 1338
18 450 18 710
12 643 5 686
10 693 10 901
20 677 20 928
8 377 8 570
17 1027 17 1268
39 422 9 474
31 617 31 913
34 490 34 776
38 984 38 1283
11 1173 11 1406
26 748 26 985
9 823 9 1058
20 953 20 1219
18 625 18 833
20 398 20 666
26 442 20 473
31 861 12 923
31 883 31 1064
36 981 39 1049
24 1180 24 1405
34 818 38 896
34 477 34 702
34 637 26 697
37 924 26 964
22 777 22 1058
7 960 7 1173
9 1047 9 1260
33 754 33 968
19 1002 32 1083
33 837 33 1117
32 1015 32 1242
32 1076 32 1086
28 448 35 532
8 948 27 993
37 1074 37 1333
33 1034 33 1301
16 567 16 790
23 403 23 670
10 530 10 757
32 390 32 597
11 975 11 1169
24 963 24 1243
16 1094 16 1363
24 1143 24 1443
9 701 10 756
36 828 36 1082
37 821 37 1109
29 1050 17 1112
15 913 15 1151
34 750 34 1047
37 561 37 768
31 1043 31 1301
18 332 18 557
17 816 10 892
11 822 11 1018
19 1002 8 1069
26 891 26 1190
38 886 38 1124
13 629 13 851
33 638 33 894
9 939 9 1226
6 510 6 734
24 572 24 830
32 796 14 885
35 703 35 959
27 607 27 857
17 727 21 771
29 457 29 655
8 890 12 943
35 478 35 672
30 491 30 709
30 791 27 813
16 1045 36 1089
8 741 39 798
36 560 10 641
28 803 27 871
11 424 22 515
18 924 18 1136
26 666 26 872
29 916 27 981
22 650 27 703
22 1098 22 1361
35 1058 26 1104
32 850 32 1050
12 951 12 1203
29 807 29 1019
39 427 39 636
34 1130 34 1358
9 943 28 991
22 794 22 1081
12 991 26 1025
21 823 21 1077
39 549 39 795
0 85 60 60 54 35 49 30 43 40 38 78 26 35 49 48 43 65 63 47 45 53 25 66 25 43 26 45 65 53 59 64 40 35 32 46 56 48 60 63
85 0 60 60 46 55 40 67 43 47 54 8 66 55 61 46 44 31 37 55 48 55 67 23 65 60 60 58 30 34 48 25 56 62 65 51 52 39 27 33
60 60 0 85 18 57 32 32 44 38 60 58 61 56 77 62 48 31 69 71 61 10 37 40 60 71 50 71 32 50 74 39 24 27 30 66 11 49 52 65
60 60 85 0 69 31 54 66 42 48 27 54 36 33 13 24 38 65 25 16 25 75 61 58 37 19 42 17 64 39 14 56 64 66 66 20 76 38 40 29
54 46 18 69 0 42 15 27 28 22 45 43 48 41 60 45 31 17 51 54 45 10 30 25 46 56 37 55 18 32 57 22 15 21 24 49 8 32 35 48
35 55 57 31 42 0 29 35 17 20 5 48 11 2 20 13 14 45 29 16 11 47 31 41 11 15 12 15 45 22 25 39 34 35 35 13 48 17 28 29
49 40 32 54 15 29 0 27 14 11 32 35 36 28 47 31 17 17 38 40 31 22 28 19 36 42 27 41 18 18 43 16 17 23 26 35 22 17 22 34
30 67 32 66 27 35 27 0 30 24 39 61 34 34 55 45 33 41 58 51 44 24 6 45 33 49 25 50 42 41 59 43 13 6 3 47 28 36 46 56
43 43 44 42 28 17 14 30 0 8 18 36 25 15 33 18 4 29 28 27 18 34 28 26 25 29 18 28 28 11 31 23 24 28 30 22 35 6 17 26
40 47 38 48 22 20 11 24 8 0 23 40 27 19 39 25 11 27 35 33 24 28 22 27 25 34 17 33 27 18 38 24 17 21 22 28 29 14 23 33
38 54 60 27 45 5 32 39 18 23 0 47 14 6 17 10 15 46 26 12 8 50 35 42 14 11 16 11 46 22 22 40 38 39 39 8 51 18 27 26
78 8 58 54 43 48 35 61 36 40 47 0 58 47 53 39 37 28 30 48 40 52 61 18 58 53 53 50 27 26 40 21 51 57 60 44 49 32 20 26
26 66 61 36 48 11 36 34 25 27 14 58 0 11 24 23 23 53 39 22 21 51 29 50 2 18 11 19 53 33 33 48 37 36 35 21 53 27 39 39
35 55 56 33 41 2 28 34 15 19 6 47 11 0 22 14 13 44 29 17 12 46 29 40 11 16 11 16 43 22 27 38 33 34 34 14 47 17 28 29
49 61 77 13 60 20 47 55 33 39 17 53 24 22 0 17 30 59 26 7 17 67 50 53 25 7 31 6 59 33 15 52 54 55 55 12 67 31 37 29
48 46 62 24 45 13 31 45 18 25 10 39 23 14 17 0 15 43 16 11 3 52 41 37 23 15 24 12 43 17 14 35 41 44 45 5 52 14 21 17
43 44 48 38 31 14 17 33 4 11 15 37 23 13 30 15 0 32 26 24 14 38 30 28 22 25 17 24 32 11 28 26 27 31 32 18 38 5 18 24
65 31 31 65 17 45 17 41 29 27 46 28 53 44 59 43 32 0 44 53 43 25 43 10 52 56 43 54 1 27 52 10 29 35 39 48 22 29 26 39
63 37 69 25 51 29 38 58 28 35 26 30 39 29 26 16 26 44 0 21 18 60 54 35 39 27 39 24 43 20 12 35 51 55 57 19 58 22 18 5
47 55 71 16 54 16 40 51 27 33 12 48 22 17 7 11 24 53 21 0 10 61 46 47 23 6 27 3 53 27 13 45 49 50 51 6 61 24 30 24
45 48 61 25 45 11 31 44 18 24 8 40 21 12 17 3 14 43 18 10 0 51 39 38 21 13 22 12 43 18 16 36 40 43 43 5 52 14 22 19
53 55 10 75 10 47 22 24 34 28 50 52 51 46 67 52 38 25 60 61 51 0 29 34 50 61 40 61 26 40 65 32 15 19 22 56 5 39 43 56
25 67 37 61 30 31 28 6 28 22 35 61 29 29 50 41 30 43 54 46 39 29 0 46 27 44 20 45 43 39 55 43 15 10 8 42 32 34 44 53
66 23 40 58 25 41 19 45 26 27 42 18 50 40 53 37 28 10 35 47 38 34 46 0 50 51 43 49 9 21 44 3 34 40 44 42 31 25 18 31
25 65 60 37 46 11 36 33 25 25 14 58 2 11 25 23 22 52 39 23 21 50 27 50 0 19 10 21 52 32 34 47 36 35 34 21 52 27 39 39
43 60 71 19 56 15 42 49 29 34 11 53 18 16 7 15 25 56 27 6 13 61 44 51 19 0 25 3 56 31 19 49 49 50 49 10 62 27 35 29
26 60 50 42 37 12 27 25 18 17 16 53 11 11 31 24 17 43 39 27 22 40 20 43 10 25 0 26 44 27 37 40 26 26 25 24 42 22 34 38
45 58 71 17 55 15 41 50 28 33 11 50 19 16 6 12 24 54 24 3 12 61 45 49 21 3 26 0 54 29 16 47 49 50 50 7 62 25 33 26
65 30 32 64 18 45 18 42 28 27 46 27 53 43 59 43 32 1 43 53 43 26 43 9 52 56 44 54 0 26 52 9 30 36 39 47 23 29 25 39
53 34 50 39 32 22 18 41 11 18 22 26 33 22 33 17 11 27 20 27 18 40 39 21 32 31 27 29 26 0 26 19 33 38 40 22 39 6 7 16
