4 100 39
14 13 12 16
33 1021 30 1055
16 1028 36 1084
23 479 23 668
31 931 31 1129
29 437 28 506
30 499 34 568
10 878 33 954
28 1081 28 1275
17 588 37 683
25 301 25 495
14 1034 14 1251
22 350 22 576
19 612 19 886
7 884 7 1076
22 1054 9 1133
34 477 32 549
9 434 9 620
31 565 31 747
14 630 37 670
9 678 9 876
32 830 32 1107
14 809 16 902
9 1019 9 1298
31 1074 31 1279
25 791 25 981
25 537 25 725
24 716 15 779
32 1055 37 1130
9 390 9 630
35 955 35 1217
13 713 13 938
24 612 26 679
18 830 18 1020
30 376 30 560
23 860 7 896
20 705 20 903
21 425 21 713
20 479 8 498
26 375 26 568
26 481 26 766
5 988 5 1250
13 850 13 1146
19 1110 19 1348
34 876 34 1138
6 469 6 692
18 479 15 557
19 675 19 894
34 1104 34 1336
15 720 15 1011
18 597 18 785
15 325 15 531
35 1150 35 1341
37 988 27 1052
31 461 19 518
30 752 20 788
11 1011 15 1063
28 759 28 1034
33 651 33 902
22 992 11 1047
32 1000 32 1202
15 1099 15 1313
30 685 30 983
14 766 14 1004
11 461 30 502
16 821 16 1066
30 664 30 674
22 1056 22 1305
23 345 23 618
17 636 17 912
19 583 8 615
35 535 35 745
22 985 22 1167
16 1019 5 1081
38 892 38 1113
16 522 32 550
28 583 28 864
29 910 36 962
35 929 6 1022
19 974 19 1255
25 750 13 813
33 1020 30 1070
36 393 36 677
29 530 29 746
27 674 27 887
16 567 28 627
8 620 35 668
31 1116 31 1308
19 459 19 669
24 680 24 945
26 951 26 1193
10 792 10 1006
19 1181 19 1412
6 874 27 939
17 1195 17 1472
29 358 29 553
15 647 7 721
24 1183 24 1420
13 761 25 811
8 756 8 1019
38 452 15 509
0 85 60 60 44 69 22 69 59 47 26 53 54 15 16 11 64 70 50 51 69 57 61 45 49 57 57 52 60 31 56 13 72 56 27 62 63 9 31
85 0 60 60 42 23 68 26 27 60 62 36 36 71 73 75 29 24 58 40 17 55 43 50 49 36 56 45 48 56 41 76 16 61 67 37 30 79 56
60 60 0 85 45 62 40 36 43 15 56 56 57 51 59 53 33 64 12 57 52 78 72 22 20 61 79 66 75 50 23 49 46 4 63 68 62 60 37
60 60 85 0 41 39 59 65 49 75 38 32 31 51 46 54 62 38 75 29 49 8 19 64 66 28 7 21 14 39 65 60 58 83 35 25 32 53 53
44 42 45 41 0 27 29 31 17 35 21 14 15 30 32 33 26 29 35 13 26 34 29 24 25 19 34 21 31 14 25 35 30 42 27 26 23 37 18
69 23 62 39 27 0 55 31 19 56 44 16 16 55 55 59 31 3 55 20 12 33 21 45 44 14 34 23 26 39 39 61 22 60 47 14 8 62 44
22 68 40 59 29 55 0 49 42 26 22 41 42 13 21 14 44 57 29 40 52 54 54 24 27 46 54 45 54 21 34 10 54 36 28 53 51 21 12
69 26 36 65 31 31 49 0 16 36 51 33 34 56 60 59 5 33 33 37 20 58 48 28 25 37 58 45 52 44 17 58 11 36 57 42 34 64 38
59 27 43 49 17 19 42 16 0 38 38 18 19 45 48 49 14 22 36 21 12 42 33 27 26 22 43 29 37 31 20 49 14 41 44 27 20 54 30
47 60 15 75 35 56 26 36 38 0 43 47 48 37 45 39 32 58 4 48 49 68 63 12 12 52 68 56 65 38 20 34 45 11 50 60 55 46 24
26 62 56 38 21 44 22 51 38 43 0 28 28 14 12 18 46 45 44 25 46 33 35 35 38 31 33 26 35 8 42 23 51 52 8 36 37 19 20
53 36 56 32 14 16 41 33 18 47 28 0 2 40 40 43 30 17 47 5 20 25 17 36 36 6 26 12 20 23 34 46 28 53 32 13 10 46 31
