4 100 54
16 12 15 12
20 1041 26 1072
44 543 29 587
50 636 7 697
12 740 52 758
46 813 46 1049
34 619 9 639
36 642 36 864
39 649 45 709
48 461 22 489
12 525 12 824
49 916 49 1134
34 932 34 1153
13 1075 13 1343
45 819 45 1040
11 441 41 500
49 655 49 930
43 440 43 699
37 778 41 836
32 769 32 963
27 441 27 706
21 1080 37 1125
11 546 11 846
49 928 49 1203
36 485 36 747
40 958 16 983
7 707 47 767
29 731 29 968
34 690 34 921
52 992 6 1039
13 1017 34 1064
27 718 27 993
44 665 44 922
13 1048 28 1123
30 493 30 700
29 856 38 901
27 949 49 1008
38 791 50 838
16 478 53 548
24 813 44 869
35 663 35 941
42 686 53 744
9 434 37 501
8 860 17 878
29 467 29 676
50 761 37 825
31 995 31 1270
35 503 42 573
24 768 24 1019
20 625 20 884
23 472 48 546
25 476 26 513
7 806 44 877
21 1039 21 1230
22 1157 22 1443
7 559 33 654
38 914 38 1155
16 949 16 1247
50 835 29 855
13 1072 18 1155
44 437 12 500
26 978 26 1206
35 981 37 1056
35 974 51 1019
14 419 14 669
11 734 11 998
36 894 36 1174
48 525 21 560
22 873 27 960
34 610 38 649
48 910 48 1191
8 550 8 839
11 362 11 662
8 623 8 809
38 872 5 970
41 478 53 536
30 938 30 1174
51 938 51 1165
43 450 19 502
45 850 45 1060
12 638 12 884
25 776 25 994
15 836 46 906
17 479 8 515
19 764 19 1052
19 466 41 532
37 856 37 1142
42 525 53 591
12 960 52 998
6 436 47 496
49 764 49 962
41 1067 29 1137
5 538 5 833
42 785 42 981
40 650 40 936
33 1067 33 1276
33 457 33 715
20 955 7 1032
44 639 44 935
34 455 16 508
16 427 16 638
0 85 60 60 4 76 44 70 28 23 54 28 30 27 80 57 56 25 62 57 30 47 60 32 47 56 46 63 61 38 74 52 62 13 35 41 67 71 19 46 57 55 58 26 30 71 68 31 68 18 47 23 25 22
85 0 60 60 83 10 54 18 59 66 35 58 57 60 7 48 40 61 42 32 58 40 35 63 40 39 40 41 25 48 13 57 30 77 59 54 19 16 73 40 52 55 54 67 65 16 26 55 29 68 39 67 61 65
60 60 0 85 58 57 67 57 51 40 33 49 51 51 60 14 24 51 20 54 53 48 63 64 38 64 37 21 48 45 50 76 32 49 28 24 53 56 43 44 10 77 78 63 32 47 64 40 66 51 45 60 44 54
60 60 85 0 60 52 20 45 40 58 55 42 39 41 55 73 64 43 72 35 37 38 27 30 48 25 49 72 45 41 57 10 61 61 63 63 46 47 62 42 76 9 8 36 64 55 36 49 33 48 42 39 49 43
4 83 58 60 0 73 43 68 26 19 51 26 28 24 78 54 53 22 59 54 28 44 57 31 44 54 43 60 58 35 71 51 59 9 32 38 64 69 15 43 54 54 57 24 27 68 66 28 65 16 44 22 22 20
76 10 57 52 73 0 44 8 49 58 28 49 47 51 5 44 34 52 38 22 48 30 26 53 31 29 32 37 16 39 9 48 26 68 51 47 10 6 65 31 48 46 45 58 57 11 17 47 20 58 30 58 53 56
44 54 67 20 43 44 0 37 21 38 39 23 20 22 48 55 47 24 56 24 18 22 20 13 31 17 31 56 33 22 47 10 46 43 44 44 36 39 43 25 59 12 15 19 44 45 31 30 29 30 25 22 30 25
70 18 57 45 68 8 37 0 43 53 26 42 41 44 12 43 33 46 39 15 42 24 19 46 27 22 28 38 11 33 13 41 25 62 48 44 4 2 60 25 47 38 38 51 53 13 10 41 13 52 24 51 47 49
28 59 51 40 26 49 21 43 0 18 31 3 3 2 54 42 37 4 45 29 4 20 32 13 22 30 22 45 34 12 48 31 39 23 25 27 40 44 23 19 44 33 35 13 24 45 41 12 40 10 21 11 9 7
23 66 40 58 19 58 38 53 18 0 33 16 19 17 62 35 34 15 40 41 21 31 47 29 27 45 26 41 43 22 55 48 40 11 14 19 49 54 7 28 36 50 52 26 9 51 53 12 54 13 30 22 9 17
54 35 33 55 51 28 39 26 31 33 0 29 30 32 32 19 10 33 18 22 32 18 31 41 9 32 10 17 16 21 23 47 9 44 24 19 22 26 39 15 23 47 48 43 30 19 31 23 33 38 14 41 30 37
28 58 49 42 26 49 23 42 3 16 29 0 4 3 53 40 34 4 43 29 5 19 33 15 21 30 20 43 33 10 47 32 38 22 23 25 39 44 22 18 42 34 37 15 22 44 41 9 40 10 20 12 8 8
30 57 51 39 28 47 20 41 3 19 30 4 0 4 51 41 36 6 44 27 3 18 30 13 21 27 21 44 32 10 46 29 38 25 25 27 38 42 25 17 44 31 34 13 25 43 39 12 38 13 19 12 11 9
27 60 51 41 24 51 22 44 2 17 32 3 4 0 55 42 37 2 46 30 4 21 34 13 24 31 23 46 35 13 50 31 41 22 25 28 42 46 22 21 44 33 36 12 24 46 42 12 42 9 22 9 9 5
80 7 60 55 78 5 48 12 54 62 32 53 51 55 0 47 38 56 41 26 52 34 29 57 35 33 36 40 20 43 11 51 29 72 55 51 14 10 69 35 51 49 48 62 61 14 20 51 22 63 34 62 57 60
57 48 14 73 54 44 55 43 42 35 19 40 41 42 47 0 10 42 8 41 44 35 50 54 25 50 25 9 35 34 36 64 19 45 22 17 39 42 39 32 5 64 66 54 28 34 50 31 52 45 32 51 37 46
56 40 24 64 53 34 47 33 37 34 10 34 36 37 38 10 0 38 9 31 38 27 40 47 17 41 17 9 25 27 28 56 10 45 23 17 29 33 40 23 14 56 57 49 29 25 40 27 42 41 23 46 33 42
25 61 51 43 22 52 24 46 4 15 33 4 6 2 56 42 38 0 46 32 6 22 36 15 24 33 24 45 37 14 51 33 41 20 24 27 43 47 20 22 44 35 38 13 22 47 44 12 43 7 23 10 8 5
62 42 20 72 59 38 56 39 45 40 18 43 44 46 41 8 9 46 0 39 46 35 48 56 26 49 25 1 31 36 31 64 14 51 28 22 35 38 45 32 11 64 65 57 34 28 46 35 49 49 31 55 41 49
