4 100 43
16 15 15 16
10 875 10 1122
11 1136 11 1420
42 667 9 718
21 1194 21 1475
38 302 38 561
32 1158 32 1402
7 544 22 615
33 384 33 595
30 571 30 757
13 756 13 938
30 775 30 972
9 548 9 775
12 504 12 721
38 884 38 1118
12 871 12 1100
39 677 16 753
15 1091 15 1316
20 730 8 823
39 931 39 1175
25 1063 11 1095
8 1023 33 1088
27 825 27 1049
6 890 6 1176
37 658 37 869
40 473 17 533
42 603 42 808
10 383 10 662
9 516 9 714
5 669 10 736
14 653 14 880
31 562 31 816
16 525 23 579
30 1067 30 1306
39 1192 39 1448
29 933 29 1195
33 972 33 1230
19 493 19 734
22 462 22 751
38 811 38 1101
11 1019 30 1047
8 574 8 764
6 726 6 992
30 889 30 1086
24 1000 22 1033
23 583 16 631
7 993 7 1266
9 966 38 1017
12 716 22 769
35 466 35 715
10 684 15 760
9 456 24 491
38 529 12 576
21 1023 30 1084
8 785 28 816
41 454 25 514
14 958 14 1200
24 558 24 846
14 768 29 837
7 1021 26 1102
13 365 13 598
5 691 40 779
15 1064 15 1300
30 640 8 690
9 442 30 475
9 1182 9 1472
29 630 17 687
9 1096 9 1379
8 755 8 993
12 1041 10 1122
35 1001 16 1068
9 458 24 525
18 493 32 543
15 724 15 959
5 331 5 514
21 976 8 1042
21 494 19 513
41 1052 36 1113
16 392 16 624
5 311 5 506
36 875 36 1161
14 635 14 824
9 359 9 640
22 717 22 903
37 1121 37 1392
11 443 11 686
28 1193 28 1486
14 337 14 628
36 802 39 833
39 846 39 1070
15 1076 15 1328
37 767 7 837
11 331 11 572
9 448 24 489
21 913 34 966
21 359 21 648
13 950 13 1187
10 999 41 1045
13 824 13 1066
14 399 14 635
30 1182 30 1379
0 85 60 60 68 58 59 68 11 37 8 22 48 39 18 45 73 30 28 52 74 40 14 39 13 8 20 66 27 47 41 58 18 48 76 39 16 51 57 26 45 47 60
85 0 60 60 21 55 41 25 78 49 78 66 38 47 68 45 18 56 65 34 12 46 73 51 76 78 66 20 59 47 55 54 74 49 10 52 73 61 29 60 55 44 27
60 60 0 85 41 79 69 37 60 43 55 41 38 45 50 29 61 45 62 49 52 47 48 58 49 56 46 46 45 63 24 8 44 65 55 28 59 9 47 48 18 57 41
60 60 85 0 58 7 21 62 51 43 57 56 48 42 49 57 44 45 34 39 54 39 57 29 60 55 51 51 47 23 64 78 62 21 54 59 46 79 44 45 69 29 51
68 21 41 58 0 51 38 5 61 32 60 47 20 31 50 25 22 39 51 21 12 31 54 40 57 60 48 8 42 39 34 34 54 41 15 32 57 41 16 43 34 34 9
58 55 79 7 51 0 15 56 48 37 53 51 42 36 45 51 38 39 31 32 48 33 53 23 56 52 47 44 42 17 58 72 58 15 48 53 43 73 37 40 63 22 45
59 41 69 21 38 15 0 42 49 30 53 47 31 28 43 41 24 35 32 20 34 25 51 20 54 52 44 31 38 12 49 61 55 12 34 45 44 64 24 37 53 15 32
68 25 37 62 5 56 42 0 62 33 61 47 21 33 51 24 27 39 53 25 16 33 54 42 57 61 48 13 43 42 32 29 54 44 19 31 58 37 19 44 31 37 12
11 78 60 51 61 48 49 62 0 30 8 20 42 31 12 41 64 23 18 44 67 32 13 30 14 6 16 59 20 38 38 57 19 38 69 36 6 51 50 19 44 37 53
37 49 43 43 32 37 30 33 30 0 30 19 12 2 20 16 37 8 22 16 37 6 25 15 28 29 18 29 11 21 21 37 27 23 39 16 26 37 20 12 26 16 24
8 78 55 57 60 53 53 61 8 30 0 15 41 32 11 38 66 23 24 45 67 34 8 34 7 3 13 58 20 42 34 52 12 42 69 32 12 46 50 19 39 40 53
22 66 41 56 47 51 47 47 20 19 15 0 28 21 10 24 56 14 25 35 55 24 8 29 10 16 6 46 11 37 20 38 8 38 57 18 19 33 39 12 24 34 40
48 38 38 48 20 42 31 21 42 12 41 28 0 12 31 11 29 19 33 11 27 13 35 23 38 40 28 18 22 26 21 31 36 28 29 17 38 34 12 23 24 20 13
39 47 45 42 31 36 28 33 31 2 32 21 12 0 21 17 35 9 22 14 36 4 27 14 30 31 19 28 13 19 23 38 29 21 38 18 27 38 19 13 27 14 23
18 68 50 49 50 45 43 51 12 20 11 10 31 21 0 29 55 13 16 35 56 23 9 24 11 10 5 48 9 32 28 46 13 33 58 25 10 42 39 8 33 30 43
