4 100 47
14 14 16 14
43 348 43 574
22 588 33 636
5 670 5 961
34 310 34 546
33 470 33 712
37 688 21 778
41 1178 41 1430
5 1018 30 1099
11 698 11 880
39 521 13 596
20 860 20 1056
39 423 39 650
18 810 35 876
28 690 25 706
9 762 9 973
21 969 25 1025
46 449 32 520
13 1124 13 1394
22 525 22 711
27 1176 27 1368
23 598 23 866
44 831 44 1122
20 581 20 766
8 361 8 579
8 708 8 933
44 964 44 1160
19 449 8 551
6 488 32 519
8 382 8 576
22 598 22 891
24 773 26 827
8 321 8 616
37 895 37 1134
20 457 26 523
44 749 44 958
15 871 15 1148
13 599 43 637
19 1107 19 1292
46 1040 46 1234
43 1048 43 1274
33 945 33 1227
18 631 30 705
19 885 19 1133
22 896 16 960
46 427 27 471
8 479 8 758
34 980 34 1225
14 1001 14 1246
26 1030 40 1085
22 1104 22 1331
13 1099 13 1280
32 753 32 1032
18 1185 18 1377
38 1028 15 1059
18 1180 18 1472
35 315 35 556
19 680 19 894
14 1046 6 1102
43 1020 42 1076
23 1055 33 1100
28 1049 28 1297
26 1117 26 1328
45 1057 17 1108
16 748 16 978
5 640 5 885
43 790 43 1089
8 451 8 743
43 1021 43 1250
25 606 25 895
43 539 22 603
34 1180 34 1365
5 556 5 823
25 750 25 1000
31 859 41 873
39 771 41 827
14 789 14 1040
43 866 43 1088
30 1102 30 1306
13 474 10 523
23 1148 23 1394
13 912 9 977
39 626 39 891
19 1070 38 1118
37 853 37 1142
12 404 12 605
16 906 16 1156
33 370 33 562
22 620 22 826
31 337 31 542
20 634 20 925
8 655 8 690
43 1055 13 1106
37 552 37 746
11 1028 18 1060
23 464 23 669
38 572 38 765
46 1023 16 1110
14 666 14 868
26 748 26 954
21 818 21 1012
0 85 60 60 39 53 44 56 52 29 22 35 76 60 39 38 63 57 41 53 34 4 58 41 50 36 47 55 36 44 31 43 51 32 69 54 48 52 35 19 37 50 26 57 25 55 43
85 0 60 60 54 50 42 29 51 63 66 61 10 26 63 48 24 29 55 61 63 82 49 51 61 51 40 49 54 47 67 58 37 55 26 56 47 42 54 73 61 56 65 43 67 60 63
60 60 0 85 61 15 44 46 71 33 55 27 52 49 23 41 44 44 24 7 65 59 13 27 12 50 37 72 57 58 68 70 35 39 36 77 63 24 32 62 25 73 60 69 61 7 74
60 60 85 0 26 71 42 44 15 61 42 65 57 44 70 45 51 47 64 81 28 58 74 59 77 37 49 14 31 27 29 19 52 51 65 9 22 63 57 43 67 13 36 19 37 80 17
39 54 61 26 0 47 19 28 14 35 19 39 47 29 44 20 36 30 39 56 9 36 51 35 52 12 27 16 5 7 14 9 31 25 48 18 9 40 31 22 41 14 14 19 16 56 14
53 50 15 71 47 0 30 32 56 24 43 19 41 35 16 27 31 30 13 12 52 50 6 14 11 36 23 58 44 44 55 56 21 26 26 63 49 10 20 51 17 59 48 55 49 11 61
44 42 44 42 19 30 0 13 27 27 25 28 33 16 32 8 20 14 24 40 27 41 33 19 37 11 9 28 17 15 31 27 12 16 30 33 20 22 19 33 29 30 25 26 28 40 32
56 29 46 44 28 32 13 0 30 36 37 36 21 5 39 19 9 3 30 43 36 53 33 26 41 22 13 30 26 21 41 35 12 27 21 37 24 22 27 44 37 35 37 26 39 42 40
52 51 71 15 14 56 27 30 0 48 32 51 46 30 56 31 38 32 49 66 19 48 59 45 63 23 35 4 18 13 22 10 37 37 51 7 8 48 42 34 53 6 26 9 27 66 14
29 63 33 61 35 24 27 36 48 0 24 7 53 40 11 19 40 36 12 26 37 27 29 14 22 25 24 50 31 36 38 43 27 12 43 53 41 25 9 30 9 49 30 50 30 27 47
22 66 55 42 19 43 25 37 32 24 0 29 57 40 34 20 44 38 32 48 15 18 48 30 44 15 30 35 15 23 15 24 34 18 53 35 27 40 24 9 31 31 7 37 8 49 26
35 61 27 65 39 19 28 36 51 7 29 0 51 40 5 21 39 35 8 20 42 33 24 11 16 28 24 53 35 39 43 48 25 15 40 57 44 21 10 36 3 53 35 52 36 21 51
76 10 52 57 47 41 33 21 46 53 57 51 0 18 53 39 14 20 45 52 56 73 39 41 51 43 30 45 46 40 60 52 27 46 17 52 41 33 45 65 52 51 57 39 59 51 57
60 26 49 44 29 35 16 5 30 40 40 40 18 0 43 23 8 6 35 46 38 56 36 30 44 25 17 30 29 23 43 36 16 31 22 37 25 26 32 47 41 35 39 25 42 46 41
39 63 23 70 44 16 32 39 56 11 34 5 53 43 0 26 41 38 9 16 47 37 21 13 12 33 27 58 40 43 48 52 28 20 40 61 49 21 14 41 3 57 40 56 41 17 56
38 48 41 45 20 27 8 19 31 19 20 21 39 23 26 0 25 20 19 36 26 35 31 15 32 9 10 33 17 19 29 29 14 9 33 37 24 21 12 28 23 33 22 31 25 36 34
63 24 44 51 36 31 20 9 38 40 44 39 14 8 41 25 0 7 33 42 44 59 31 28 41 30 17 37 34 30 49 43 14 32 14 44 32 22 31 52 39 42 45 32 47 41 48
57 29 44 47 30 30 14 3 32 36 38 35 20 6 38 20 7 0 30 41 38 54 31 25 39 24 12 33 28 24 42 37 10 27 19 39 26 21 27 46 36 37 38 28 40 41 42
41 55 24 64 39 13 24 30 49 12 32 8 45 35 9 19 33 30 0 18 42 38 18 6 14 27 19 51 34 37 45 47 20 15 33 55 42 14 9 39 7 52 37 49 38 18 52
53 61 7 81 56 12 40 43 66 26 48 20 52 46 16 36 42 41 18 0 60 52 13 22 5 44 33 68 52 54 62 64 32 32 36 72 59 21 26 56 18 68 54 65 55 2 69
34 63 65 28 9 52 27 36 19 37 15 42 56 38 47 26 44 38 42 60 0 31 57 39 56 17 34 22 10 16 5 10 38 28 56 21 17 46 34 16 44 17 9 26 9 60 11
4 82 59 58 36 50 41 53 48 27 18 33 73 56 37 35 59 54 38 52 31 0 55 38 48 32 44 51 33 41 29 40 47 28 66 51 45 50 32 16 35 47 23 54 22 53 41
58 49 13 74 51 6 33 33 59 29 48 24 39 36 21 31 31 31 18 13 57 55 0 19 14 40 25 61 47 48 60 60 23 31 24 66 52 12 25 56 22 63 52 57 54 12 65
41 51 27 59 35 14 19 26 45 14 30 11 41 30 13 15 28 25 6 22 39 38 19 0 18 23 14 47 30 33 42 43 15 13 29 51 38 12 7 38 12 47 34 44 36 22 48
50 61 12 77 52 11 37 41 63 22 44 16 51 44 12 32 41 39 14 5 56 48 14 18 0 41 30 64 48 50 58 61 30 29 36 69 55 20 22 51 14 65 50 62 51 5 65
36 51 50 37 12 36 11 22 23 25 15 28 43 25 33 9 30 24 27 44 17 32 40 23 41 0 18 26 8 12 21 20 21 14 40 29 17 30 20 22 30 25 15 26 17 45 25
47 40 37 49 27 23 9 13 35 24 30 24 30 17 27 10 17 12 19 33 34 44 25 14 30 18 0 36 24 23 38 35 5 16 24 41 28 14 15 38 25 38 32 33 34 32 40
55 49 72 14 16 58 28 30 4 50 35 53 45 30 58 33 37 33 51 68 22 51 61 47 64 26 36 0 21 15 26 14 38 39 51 7 9 49 44 37 55 8 29 7 31 67 16
36 54 57 31 5 44 17 26 18 31 15 35 46 29 40 17 34 28 34 52 10 33 47 30 48 8 24 21 0 9 15 13 28 20 46 22 13 37 27 20 37 18 12 22 14 52 18
44 47 58 27 7 44 15 21 13 36 23 39 40 23 43 19 30 24 37 54 16 41 48 33 50 12 23 15 9 0 21 14 26 25 42 19 6 37 30 28 41 15 20 14 22 54 19
31 67 68 29 14 55 31 41 22 38 15 43 60 43 48 29 49 42 45 62 5 29 60 42 58 21 38 26 15 21 0 13 42 30 60 23 22 50 37 14 45 19 9 30 9 62 12
43 58 70 19 9 56 27 35 10 43 24 48 52 36 52 29 43 37 47 64 10 40 60 43 61 20 35 14 13 14 13 0 39 33 55 11 12 49 39 25 50 8 18 18 19 64 6
51 37 35 52 31 21 12 12 37 27 34 25 27 16 28 14 14 10 20 32 38 47 23 15 30 21 5 38 28 26 42 39 0 20 19 44 30 12 18 42 26 41 36 34 38 31 44
32 55 39 51 25 26 16 27 37 12 18 15 46 31 20 9 32 27 15 32 28 28 31 13 29 14 16 39 20 25 30 33 20 0 38 42 30 23 7 26 17 38 22 38 24 33 37
69 26 36 65 48 26 30 21 51 43 53 40 17 22 40 33 14 19 33 36 56 66 24 29 36 40 24 51 46 42 60 55 19 38 0 57 45 19 35 61 39 55 54 46 57 35 60
54 56 77 9 18 63 33 37 7 53 35 57 52 37 61 37 44 39 55 72 21 51 66 51 69 29 41 7 22 19 23 11 44 42 57 0 14 55 48 36 58 5 29 14 30 72 12
48 47 63 22 9 49 20 24 8 41 27 44 41 25 49 24 32 26 42 59 17 45 52 38 55 17 28 9 13 6 22 12 30 30 45 14 0 41 35 31 46 11 23 10 25 59 17
52 42 24 63 40 10 22 22 48 25 40 21 33 26 21 21 22 21 14 21 46 50 12 12 20 30 14 49 37 37 50 49 12 23 19 55 41 0 18 48 20 52 43 46 45 20 54
35 54 32 57 31 20 19 27 42 9 24 10 45 32 14 12 31 27 9 26 34 32 25 7 22 20 15 44 27 30 37 39 18 7 35 48 35 18 0 32 11 44 29 43 30 26 44
19 73 62 43 22 51 33 44 34 30 9 36 65 47 41 28 52 46 39 56 16 16 56 38 51 22 38 37 20 28 14 25 42 26 61 36 31 48 32 0 38 32 9 40 7 56 26
37 61 25 67 41 17 29 37 53 9 31 3 52 41 3 23 39 36 7 18 44 35 22 12 14 30 25 55 37 41 45 50 26 17 39 58 46 20 11 38 0 55 37 54 38 19 54
50 56 73 13 14 59 30 35 6 49 31 53 51 35 57 33 42 37 52 68 17 47 63 47 65 25 38 8 18 15 19 8 41 38 55 5 11 52 44 32 55 0 24 13 26 68 9
26 65 60 36 14 48 25 37 26 30 7 35 57 39 40 22 45 38 37 54 9 23 52 34 50 15 32 29 12 20 9 18 36 22 54 29 23 43 29 9 37 24 0 32 3 54 19
57 43 69 19 19 55 26 26 9 50 37 52 39 25 56 31 32 28 49 65 26 54 57 44 62 26 33 7 22 14 30 18 34 38 46 14 10 46 43 40 54 13 32 0 34 65 22
25 67 61 37 16 49 28 39 27 30 8 36 59 42 41 25 47 40 38 55 9 22 54 36 51 17 34 31 14 22 9 19 38 24 57 30 25 45 30 7 38 26 3 34 0 56 20
55 60 7 80 56 11 40 42 66 27 49 21 51 46 17 36 41 41 18 2 60 53 12 22 5 45 32 67 52 54 62 64 31 33 35 72 59 20 26 56 19 68 54 65 56 0 69
43 63 74 17 14 61 32 40 14 47 26 51 57 41 56 34 48 42 52 69 11 41 65 48 65 25 40 16 18 19 12 6 44 37 60 12 17 54 44 26 54 9 19 22 20 69 0
