4 100 51
14 16 16 13
10 893 10 1183
20 1119 20 1369
5 978 5 1200
17 870 17 1138
8 1189 8 1479
30 918 30 1147
49 692 13 725
10 492 10 774
42 1129 42 1407
47 384 47 657
35 521 8 600
29 539 29 739
38 739 38 967
30 765 30 999
39 652 13 702
39 812 39 1043
20 983 30 1018
50 980 50 1197
32 767 32 1010
31 934 31 1206
25 754 25 999
5 538 5 837
26 595 17 671
6 970 33 1069
46 1054 46 1238
39 500 39 758
41 512 29 548
17 613 17 859
49 485 39 524
43 464 18 503
29 519 29 759
10 525 10 787
14 630 14 836
41 639 25 715
29 985 29 1184
12 782 12 1001
45 1045 33 1059
40 654 39 732
18 616 13 654
27 688 27 975
12 1138 12 1327
40 590 40 886
19 1076 28 1114
42 1100 42 1359
41 596 44 672
17 371 17 600
14 499 31 541
27 621 18 707
39 593 21 661
15 686 25 715
40 1050 25 1127
45 992 45 1200
27 1067 27 1331
48 1137 48 1420
26 666 26 964
49 466 49 650
14 531 14 716
25 379 25 595
16 685 17 775
6 769 47 859
33 1111 33 1406
9 739 20 799
50 308 50 585
28 434 28 660
49 444 10 499
14 1028 14 1214
17 1027 9 1074
34 573 34 793
9 303 9 539
29 728 40 779
34 568 34 860
32 892 8 919
12 1135 12 1384
18 678 18 869
22 451 24 508
15 752 15 981
38 1080 38 1360
26 594 9 637
14 693 14 971
14 421 7 483
43 505 30 583
33 1199 33 1418
42 900 42 1101
31 804 42 877
10 429 28 481
5 443 35 478
14 942 14 1195
20 1000 37 1047
25 427 27 488
38 532 38 767
5 1024 5 1237
28 492 28 676
6 619 6 839
13 1061 13 1311
5 1022 40 1069
20 788 20 1038
7 458 18 540
6 1042 6 1245
39 1123 39 1406
19 728 43 807
0 85 60 60 57 46 59 16 58 54 58 61 45 70 53 36 9 73 58 57 62 45 40 57 61 20 27 63 50 40 67 59 67 22 36 37 75 52 31 44 49 61 17 38 37 24 18 53 49 66 49
85 0 60 60 31 47 54 75 37 37 45 30 45 19 38 58 78 13 49 52 27 50 47 54 25 70 65 29 37 56 20 35 29 71 50 62 13 41 65 44 61 36 70 54 53 68 71 45 50 24 37
60 60 0 85 52 61 8 46 26 59 17 34 29 57 58 27 53 53 74 10 37 64 34 9 50 42 61 33 37 64 44 28 33 63 46 68 59 61 31 33 78 66 56 59 31 62 59 66 18 39 44
60 60 85 0 38 25 79 61 64 30 71 59 57 44 29 63 58 51 13 76 57 22 52 78 43 60 35 61 50 24 54 63 65 40 41 25 49 26 65 53 11 26 46 29 56 38 44 20 68 58 43
57 31 52 38 0 18 45 48 28 9 36 22 26 13 10 38 50 18 25 43 20 22 24 44 6 44 35 24 17 26 18 27 28 41 22 33 19 13 43 23 35 14 41 24 31 39 42 18 36 21 10
46 47 61 25 18 0 54 42 40 11 47 36 32 29 9 39 41 35 15 52 35 5 28 53 24 39 20 39 26 9 35 39 43 27 17 16 35 8 42 28 19 16 29 9 32 24 29 8 43 37 19
59 54 8 79 45 54 0 44 19 52 10 26 23 50 52 24 51 46 68 3 29 58 28 2 43 40 57 26 30 58 37 20 25 59 41 63 51 54 29 27 72 59 52 53 27 58 55 60 13 32 37
16 75 46 61 48 42 44 0 44 48 43 48 32 60 47 22 8 62 56 42 50 43 28 42 51 5 27 50 39 38 56 45 54 25 28 37 65 47 16 32 51 55 17 35 23 26 20 50 34 54 39
58 37 26 64 28 40 19 44 0 35 9 9 13 32 35 24 49 29 52 16 12 44 19 18 25 39 48 9 14 46 20 2 10 52 30 51 34 38 31 16 58 42 46 41 22 50 49 44 13 15 22
54 37 59 30 9 11 52 48 35 0 43 30 31 19 2 41 48 25 17 49 28 14 28 50 15 44 30 32 23 20 26 34 36 37 21 26 25 4 45 27 27 9 38 18 33 34 38 10 41 29 15
58 45 17 71 36 47 10 43 9 43 0 17 16 40 43 22 49 37 59 8 20 50 22 10 33 38 51 17 21 51 28 11 17 55 34 56 42 46 29 20 65 50 49 47 23 53 52 51 9 23 29
61 30 34 59 22 36 26 48 9 30 17 0 17 24 30 29 52 21 46 24 3 40 21 26 18 43 47 3 12 43 11 7 7 52 29 49 26 33 36 17 54 35 48 39 25 49 50 39 21 7 18
45 45 29 57 26 32 23 32 13 31 16 17 0 35 31 13 37 34 46 20 19 36 7 21 25 27 36 19 10 36 26 14 22 40 19 41 38 33 20 5 50 39 34 31 9 38 37 38 11 23 17
70 19 57 44 13 29 50 60 32 19 40 24 35 0 20 47 62 8 32 47 21 32 35 49 10 56 48 25 25 38 14 30 27 54 34 44 6 23 53 32 44 19 54 36 41 51 54 27 43 19 22
53 38 58 29 10 9 52 47 35 2 43 30 31 20 0 40 47 26 17 49 29 13 27 50 16 43 29 33 22 18 27 34 36 35 20 25 26 4 44 26 26 9 36 17 33 32 36 9 41 30 15
36 58 27 63 38 39 24 22 24 41 22 29 13 47 40 0 28 47 54 22 32 42 14 22 38 17 35 31 23 40 39 25 34 37 23 43 51 42 8 16 54 49 29 35 8 36 33 46 13 35 28
9 78 53 58 50 41 51 8 49 48 49 52 37 62 47 28 0 65 54 49 54 41 32 49 53 12 24 55 42 36 59 50 58 20 29 34 68 47 22 36 47 55 13 33 28 21 15 48 41 58 42
73 13 53 51 18 35 46 62 29 25 37 21 34 8 26 47 65 0 39 44 18 39 35 46 13 58 52 21 25 44 10 27 22 58 37 50 6 29 53 32 51 26 57 41 41 56 58 34 41 15 24
58 49 74 13 25 15 68 56 52 17 59 46 46 32 17 54 54 39 0 65 45 14 42 66 31 53 31 49 39 19 42 50 52 37 32 22 37 14 56 42 14 14 42 22 47 35 40 8 57 45 31
57 52 10 76 43 52 3 42 16 49 8 24 20 47 49 22 49 44 65 0 27 55 26 2 40 38 54 24 27 56 35 18 24 57 38 60 49 51 27 24 69 56 50 51 24 55 53 57 10 30 35
62 27 37 57 20 35 29 50 12 28 20 3 19 21 29 32 54 18 45 27 0 39 23 29 15 45 47 5 13 43 8 10 8 52 30 49 23 32 39 19 53 33 49 38 27 50 51 38 24 4 17
45 50 64 22 22 5 58 43 44 14 50 40 36 32 13 42 41 39 14 55 39 0 31 57 28 40 19 43 30 7 38 43 47 26 19 13 38 10 44 32 15 17 29 8 35 23 28 9 47 41 23
40 47 34 52 24 28 28 28 19 28 22 21 7 35 27 14 32 35 42 26 23 31 0 27 25 23 30 23 11 31 28 19 27 33 13 35 39 29 19 4 45 36 28 26 7 32 31 34 16 26 14
57 54 9 78 44 53 2 42 18 50 10 26 21 49 50 22 49 46 66 2 29 57 27 0 42 38 55 26 29 57 37 20 26 57 39 61 51 53 27 25 70 58 50 52 25 56 53 59 11 32 36
61 25 50 43 6 24 43 51 25 15 33 18 25 10 16 38 53 13 31 40 15 28 25 42 0 47 40 20 15 32 12 23 23 46 25 39 15 19 44 23 41 19 45 29 31 44 46 24 34 15 12
20 70 42 60 44 39 40 5 39 44 38 43 27 56 43 17 12 58 53 38 45 40 23 38 47 0 27 45 34 36 51 40 49 25 24 36 61 44 12 27 49 52 17 32 18 25 20 47 30 49 35
27 65 61 35 35 20 57 27 48 30 51 47 36 48 29 35 24 52 31 54 47 19 30 55 40 27 0 50 36 13 50 47 54 7 19 11 54 28 34 33 24 36 12 13 31 4 10 27 45 50 31
63 29 33 61 24 39 26 50 9 32 17 3 19 25 33 31 55 21 49 24 5 43 23 26 20 45 50 0 15 46 12 7 4 55 32 52 26 36 38 20 57 38 50 42 28 52 53 42 22 7 21
50 37 37 50 17 26 30 39 14 23 21 12 10 25 22 23 42 25 39 27 13 30 11 29 15 34 36 15 0 33 18 13 19 41 18 38 29 25 29 8 45 30 37 28 17 38 39 31 20 16 8
40 56 64 24 26 9 58 38 46 20 51 43 36 38 18 40 36 44 19 56 43 7 31 57 32 36 13 46 33 0 43 45 50 19 18 7 44 16 41 32 15 24 24 5 34 17 22 15 47 44 26
67 20 44 54 18 35 37 56 20 26 28 11 26 14 27 39 59 10 42 35 8 38 28 37 12 51 50 12 18 43 0 18 14 55 33 49 15 30 46 25 52 29 53 39 34 52 54 35 32 6 19
59 35 28 63 27 39 20 45 2 34 11 7 14 30 34 25 50 27 50 18 10 43 19 20 23 40 47 7 13 45 18 0 9 52 30 51 32 37 32 16 57 40 47 41 22 50 49 43 15 13 21
67 29 33 65 28 43 25 54 10 36 17 7 22 27 36 34 58 22 52 24 8 47 27 26 23 49 54 4 19 50 14 9 0 59 36 56 27 39 41 23 61 41 54 46 31 56 57 45 23 8 25
22 71 63 40 41 27 59 25 52 37 55 52 40 54 35 37 20 58 37 57 52 26 33 57 46 25 7 55 41 19 55 52 59 0 23 16 60 34 35 37 29 42 9 19 33 3 5 34 47 55 36
36 50 46 41 22 17 41 28 30 21 34 29 19 34 20 23 29 37 32 38 30 19 13 39 25 24 19 32 18 18 33 30 36 23 0 22 40 21 25 15 32 29 20 13 16 21 22 24 29 32 14
37 62 68 25 33 16 63 37 51 26 56 49 41 44 25 43 34 50 22 60 49 13 35 61 39 36 11 52 38 7 49 51 56 16 22 0 50 22 43 37 14 30 22 11 37 13 20 20 51 51 32
75 13 59 49 19 35 51 65 34 25 42 26 38 6 26 51 68 6 37 49 23 38 39 51 15 61 54 26 29 44 15 32 27 60 40 50 0 28 57 36 49 24 59 42 45 57 60 32 46 20 27
52 41 61 26 13 8 54 47 38 4 46 33 33 23 4 42 47 29 14 51 32 10 29 53 19 44 28 36 25 16 30 37 39 34 21 22 28 0 45 29 23 9 36 15 34 31 35 6 44 33 17
31 65 31 65 43 42 29 16 31 45 29 36 20 53 44 8 22 53 56 27 39 44 19 27 44 12 34 38 29 41 46 32 41 35 25 43 57 45 0 22 55 53 26 37 13 34 30 49 20 42 33
44 44 33 53 23 28 27 32 16 27 20 17 5 32 26 16 36 32 42 24 19 32 4 25 23 27 33 20 8 32 25 16 23 37 15 37 36 29 22 0 46 35 32 27 9 34 34 34 15 22 13
49 61 78 11 35 19 72 51 58 27 65 54 50 44 26 54 47 51 14 69 53 15 45 70 41 49 24 57 45 15 52 57 61 29 32 14 49 23 55 46 0 26 35 20 48 27 33 18 60 55 37
61 36 66 26 14 16 59 55 42 9 50 35 39 19 9 49 55 26 14 56 33 17 36 58 19 52 36 38 30 24 29 40 41 42 29 30 24 9 53 35 26 0 44 24 41 39 44 10 49 33 22
17 70 56 46 41 29 52 17 46 38 49 48 34 54 36 29 13 57 42 50 49 29 28 50 45 17 12 50 37 24 53 47 54 9 20 22 59 36 26 32 35 44 0 21 26 9 4 37 41 52 34
38 54 59 29 24 9 53 35 41 18 47 39 31 36 17 35 33 41 22 51 38 8 26 52 29 32 13 42 28 5 39 41 46 19 13 11 42 15 37 27 20 24 21 0 29 16 21 16 42 41 21
37 53 31 56 31 32 27 23 22 33 23 25 9 41 33 8 28 41 47 24 27 35 7 25 31 18 31 28 17 34 34 22 31 33 16 37 45 34 13 9 48 41 26 29 0 32 30 39 15 31 21
24 68 62 38 39 24 58 26 50 34 53 49 38 51 32 36 21 56 35 55 50 23 32 56 44 25 4 52 38 17 52 50 56 3 21 13 57 31 34 34 27 39 9 16 32 0 7 31 46 53 34
