4 100 49
13 14 13 15
48 569 42 658
30 595 41 631
7 1069 7 1368
40 670 40 869
38 1086 38 1272
6 659 43 731
48 579 48 769
6 478 6 707
11 473 18 549
21 761 33 849
32 1147 32 1388
36 514 36 731
27 487 23 575
32 869 32 1057
25 671 36 728
7 909 7 1205
25 834 25 1053
18 633 18 885
21 996 21 1180
37 580 37 787
15 716 35 773
19 1051 19 1284
12 832 43 860
10 777 10 980
41 631 40 689
20 438 39 484
23 678 23 908
11 477 43 531
46 1135 46 1342
41 761 17 788
7 830 7 1045
6 1062 45 1122
30 465 12 487
28 988 31 1021
42 730 42 1004
13 782 13 1061
39 1130 39 1407
5 946 7 990
28 681 28 918
5 428 10 471
42 451 18 493
33 828 33 1052
19 412 19 659
21 431 21 458
21 817 23 898
35 679 35 943
15 783 15 1047
23 684 23 970
21 1068 16 1129
40 897 40 1184
34 785 9 844
11 997 11 1183
9 1093 9 1295
42 410 42 692
41 1055 40 1092
27 538 37 621
19 808 19 1088
12 525 12 779
22 695 20 725
27 1176 27 1406
12 889 34 948
33 1108 33 1306
37 1125 37 1368
36 468 36 681
30 584 30 792
46 861 23 961
16 496 16 679
21 456 21 680
39 430 39 729
31 722 31 1003
29 870 42 926
47 604 15 670
47 1035 13 1101
36 1073 36 1361
43 583 43 814
8 471 17 526
34 307 34 528
26 490 26 741
22 545 17 580
44 1118 44 1310
21 889 18 973
40 888 47 957
9 745 9 968
34 579 33 660
44 890 44 1085
11 870 31 913
25 576 8 638
28 674 16 716
6 614 38 665
22 788 22 1061
42 401 42 614
9 1002 9 1270
13 675 13 945
37 560 22 579
30 482 30 693
6 962 46 991
30 871 30 1169
18 1050 31 1133
38 896 38 1136
25 475 25 719
0 85 60 60 39 58 61 39 19 55 63 47 48 56 43 56 68 53 42 50 50 38 53 53 58 49 75 61 68 64 53 63 66 57 24 9 34 46 56 68 33 62 44 41 46 40 61 73 60
85 0 60 60 61 61 31 51 67 34 27 40 41 52 51 52 28 39 63 58 52 63 43 60 44 38 15 37 19 34 38 26 33 53 66 78 56 48 35 21 54 29 44 47 42 52 40 18 60
60 60 0 85 23 2 61 30 50 55 35 47 33 76 25 11 65 28 18 75 16 69 22 9 70 38 47 67 47 67 29 57 29 9 59 53 57 24 30 41 39 33 34 35 51 60 70 44 84
60 60 85 0 68 84 31 57 48 34 60 40 54 11 61 76 34 60 74 12 70 24 64 79 18 49 60 25 53 28 58 38 68 77 38 59 32 62 60 58 49 60 51 51 35 27 22 61 2
39 61 23 68 0 21 50 13 28 42 34 33 22 59 11 18 56 22 6 57 12 49 19 15 56 26 47 54 43 56 23 48 32 19 38 31 37 13 26 40 20 32 21 19 36 41 56 44 67
58 61 2 84 21 0 60 29 49 53 35 45 31 74 23 10 65 27 16 73 15 68 22 7 69 37 46 66 46 66 28 56 29 9 57 51 55 22 29 41 38 33 33 33 49 58 68 43 83
61 31 61 31 50 60 0 38 43 8 30 18 30 22 41 51 7 34 55 27 47 33 39 57 14 25 29 7 22 6 33 7 39 52 39 56 28 40 33 28 35 32 30 32 17 23 10 30 30
39 51 30 57 13 29 38 0 24 30 26 20 11 47 6 22 44 15 18 46 15 40 15 23 43 15 38 42 33 43 15 36 27 23 30 31 27 8 18 31 10 25 9 7 23 30 44 36 55
19 67 50 48 28 49 43 24 0 36 46 28 31 42 28 44 50 37 34 36 37 26 38 43 42 31 57 44 50 47 36 45 50 45 11 13 18 32 40 50 15 45 26 24 27 24 44 55 47
55 34 55 34 42 53 8 30 36 0 26 10 23 24 33 44 15 28 47 27 40 30 33 50 17 17 29 13 20 14 26 9 34 46 33 49 23 32 27 25 27 27 22 24 9 18 15 29 33
63 27 35 60 34 35 30 26 46 26 0 24 16 49 24 26 33 12 36 52 25 52 16 34 42 16 13 37 12 36 12 25 9 27 49 56 41 21 9 7 31 2 20 23 28 40 40 11 58
47 40 47 40 33 45 18 20 28 10 24 0 15 29 24 37 25 21 37 30 31 29 25 41 24 10 31 22 23 24 19 18 30 38 27 40 18 24 21 25 17 24 13 14 5 17 24 30 38
48 41 33 54 22 31 30 11 31 23 16 15 0 44 11 22 35 8 26 44 17 40 11 27 38 6 28 35 23 36 6 27 20 24 35 40 28 10 10 21 16 15 5 7 19 29 38 26 52
56 52 76 11 59 74 22 47 42 24 49 29 44 0 52 66 25 50 65 8 60 20 54 70 8 39 50 16 43 19 48 28 57 67 33 54 25 52 49 48 40 50 42 42 25 19 13 51 9
43 51 25 61 11 23 41 6 28 33 24 24 11 52 0 16 46 13 15 51 9 45 11 18 48 17 37 45 33 46 13 38 24 18 36 35 32 4 16 30 15 23 11 10 27 35 48 35 60
56 52 11 76 18 10 51 22 44 44 26 37 22 66 16 0 55 17 16 65 8 60 12 9 60 28 38 57 37 57 19 47 20 2 51 48 48 14 19 32 31 24 25 25 41 50 59 35 74
68 28 65 34 56 65 7 44 50 15 33 25 35 25 46 55 0 38 60 31 52 39 44 62 17 30 29 10 23 7 37 9 41 56 45 63 35 45 36 29 41 34 36 38 24 30 13 30 32
53 39 28 60 22 27 34 15 37 28 12 21 8 50 13 17 38 0 25 50 15 47 6 24 44 11 25 40 22 40 2 30 13 19 42 45 35 9 4 18 22 10 11 14 25 36 43 22 58
42 63 18 74 6 16 55 18 34 47 36 37 26 65 15 16 60 25 0 63 12 55 21 11 61 31 49 59 46 60 26 52 33 17 43 35 43 17 28 42 25 34 25 24 41 47 61 46 72
50 58 75 12 57 73 27 46 36 27 52 30 44 8 51 65 31 50 63 0 59 13 55 68 15 39 55 22 47 25 49 33 59 67 27 48 21 52 51 51 38 52 41 41 26 16 19 55 11
50 52 16 70 12 15 47 15 37 40 25 31 17 60 9 8 52 15 12 59 0 54 10 10 55 23 38 52 36 53 16 43 22 9 44 41 41 8 18 31 24 23 19 19 35 44 55 35 68
38 63 69 24 49 68 33 40 26 30 52 29 40 20 45 60 39 47 55 13 54 0 51 62 24 37 57 30 49 33 46 37 58 62 15 36 13 47 49 53 30 52 37 36 24 12 28 57 23
53 43 22 64 19 22 39 15 38 33 16 25 11 54 11 12 44 6 21 55 10 51 0 19 49 16 29 45 27 45 7 35 14 14 44 45 38 7 8 22 23 14 14 16 30 40 48 26 63
53 60 9 79 15 7 57 23 43 50 34 41 27 70 18 9 62 24 11 68 10 62 19 0 65 33 46 62 45 63 25 53 28 9 51 45 50 18 27 40 32 32 29 28 45 53 65 43 78
58 44 70 18 56 69 14 43 42 17 42 24 38 8 48 60 17 44 61 15 55 24 49 65 0 33 42 8 35 11 42 20 50 62 34 54 25 47 43 40 38 43 37 38 21 19 5 43 17
49 38 38 49 26 37 25 15 31 17 16 10 6 39 17 28 30 11 31 39 23 37 16 33 33 0 26 30 20 31 10 22 22 29 33 42 26 15 12 19 17 16 7 9 14 25 32 24 48
75 15 47 60 47 46 29 38 57 29 13 31 28 50 37 38 29 25 49 55 38 57 29 46 42 26 0 36 9 34 25 23 19 39 57 67 48 34 22 8 42 15 32 34 34 45 39 3 59
61 37 67 25 54 66 7 42 44 13 37 22 35 16 45 57 10 40 59 22 52 30 45 62 8 30 36 0 29 4 39 13 45 58 38 57 28 45 39 34 38 38 35 36 20 22 4 37 24
68 19 47 53 43 46 22 33 50 20 12 23 23 43 33 37 23 22 46 47 36 49 27 45 35 20 9 29 0 27 21 16 20 38 50 61 40 30 19 7 36 14 26 29 26 37 32 9 51
64 34 67 28 56 66 6 43 47 14 36 24 36 19 46 57 7 40 60 25 53 33 45 63 11 31 34 4 27 0 39 12 44 58 41 60 31 45 39 33 40 37 36 37 22 25 7 35 27
53 38 29 58 23 28 33 15 36 26 12 19 6 48 13 19 37 2 26 49 16 46 7 25 42 10 25 39 21 39 0 28 14 20 41 45 34 10 4 17 21 10 11 13 24 35 41 22 57
63 26 57 38 48 56 7 36 45 9 25 18 27 28 38 47 9 30 52 33 43 37 35 53 20 22 23 13 16 12 28 0 33 48 42 57 31 36 28 22 34 26 27 30 18 27 17 24 36
66 33 29 68 32 29 39 27 50 34 9 30 20 57 24 20 41 13 33 59 22 58 14 28 50 22 19 45 20 44 14 33 0 21 54 58 47 20 11 13 35 8 24 26 35 46 48 16 66
57 53 9 77 19 9 52 23 45 46 27 38 24 67 18 2 56 19 17 67 9 62 14 9 62 29 39 58 38 58 20 48 21 0 53 49 49 16 21 33 32 25 26 27 42 52 61 36 76
24 66 59 38 38 57 39 30 11 33 49 27 35 33 36 51 45 42 43 27 44 15 44 51 34 33 57 38 50 41 41 42 54 53 0 22 11 38 44 51 21 48 31 29 25 17 38 56 37
9 78 53 59 31 51 56 31 13 49 56 40 40 54 35 48 63 45 35 48 41 36 45 45 54 42 67 57 61 60 45 57 58 49 22 0 30 38 49 60 25 55 36 33 40 36 57 65 58
34 56 57 32 37 55 28 27 18 23 41 18 28 25 32 48 35 35 43 21 41 13 38 50 25 26 48 28 40 31 34 31 47 49 11 30 0 34 37 42 18 41 25 23 15 7 28 47 31
46 48 24 62 13 22 40 8 32 32 21 24 10 52 4 14 45 9 17 52 8 47 7 18 47 15 34 45 30 45 10 36 20 16 38 38 34 0 13 27 18 19 11 11 28 36 47 31 61
56 35 30 60 26 29 33 18 40 27 9 21 10 49 16 19 36 4 28 51 18 49 8 27 43 12 22 39 19 39 4 28 11 21 44 49 37 13 0 14 25 7 14 16 26 37 42 19 58
68 21 41 58 40 41 28 31 50 25 7 25 21 48 30 32 29 18 42 51 31 53 22 40 40 19 8 34 7 33 17 22 13 33 51 60 42 27 14 0 35 9 25 27 29 41 38 5 57
33 54 39 49 20 38 35 10 15 27 31 17 16 40 15 31 41 22 25 38 24 30 23 32 38 17 42 38 36 40 21 34 35 32 21 25 18 18 25 35 0 30 12 9 18 22 39 40 48
62 29 33 60 32 33 32 25 45 27 2 24 15 50 23 24 34 10 34 52 23 52 14 32 43 16 15 38 14 37 10 26 8 25 48 55 41 19 7 9 30 0 19 22 28 40 41 13 59
44 44 34 51 21 33 30 9 26 22 20 13 5 42 11 25 36 11 25 41 19 37 14 29 37 7 32 35 26 36 11 27 24 26 31 36 25 11 14 25 12 19 0 3 17 26 37 30 50
41 47 35 51 19 33 32 7 24 24 23 14 7 42 10 25 38 14 24 41 19 36 16 28 38 9 34 36 29 37 13 30 26 27 29 33 23 11 16 27 9 22 3 0 17 25 38 32 50
46 42 51 35 36 49 17 23 27 9 28 5 19 25 27 41 24 25 41 26 35 24 30 45 21 14 34 20 26 22 24 18 35 42 25 40 15 28 26 29 18 28 17 17 0 12 21 33 34
40 52 60 27 41 58 23 30 24 18 40 17 29 19 35 50 30 36 47 16 44 12 40 53 19 25 45 22 37 25 35 27 46 52 17 36 7 36 37 41 22 40 26 25 12 0 22 45 26
61 40 70 22 56 68 10 44 44 15 40 24 38 13 48 59 13 43 61 19 55 28 48 65 5 32 39 4 32 7 41 17 48 61 38 57 28 47 42 38 39 41 37 38 21 22 0 40 21
73 18 44 61 44 43 30 36 55 29 11 30 26 51 35 35 30 22 46 55 35 57 26 43 43 24 3 37 9 35 22 24 16 36 56 65 47 31 19 5 40 13 30 32 33 45 40 0 60
60 60 84 2 67 83 30 55 47 33 58 38 52 9 60 74 32 58 72 11 68 23 63 78 17 48 59 24 51 27 57 36 66 76 37 58 31 61 58 57 48 59 50 50 34 26 21 60 0
