4 100 45
15 15 14 14
22 788 22 991
8 720 8 955
31 1049 22 1080
22 578 22 850
17 1169 17 1400
23 707 23 1002
30 368 30 564
40 1049 40 1254
44 1030 44 1262
11 1058 16 1137
26 621 26 832
17 323 17 537
7 732 25 795
37 868 34 906
26 788 38 866
13 472 9 522
33 927 33 1190
12 1074 12 1294
30 723 29 798
22 713 22 981
15 380 15 588
11 723 11 989
28 382 28 567
33 427 33 646
26 330 26 533
9 1060 9 1256
17 602 34 635
10 715 10 963
40 354 40 636
43 854 43 1094
16 616 16 912
22 819 22 1079
9 660 9 917
14 867 24 919
28 820 28 1120
14 1060 14 1251
11 769 11 981
37 426 37 627
15 745 28 791
35 790 35 1007
6 998 6 1189
43 385 43 611
19 604 19 898
29 340 29 632
18 617 18 883
26 875 26 1125
11 980 11 1207
26 1031 26 1215
24 965 12 1054
26 1011 26 1214
30 777 30 1018
7 838 7 1071
17 835 43 874
6 647 32 690
32 855 21 929
29 794 25 858
41 706 41 984
17 936 26 973
6 981 6 1233
36 971 36 1253
24 539 28 596
44 1072 44 1365
18 1097 18 1296
36 1048 36 1265
16 854 16 1083
5 505 5 775
44 312 44 508
34 1042 34 1080
26 740 35 768
19 586 11 664
25 579 19 637
23 549 23 791
8 1040 6 1063
13 421 13 676
22 1035 22 1330
43 947 32 978
37 477 34 521
40 1098 40 1370
17 550 43 576
40 784 44 868
15 569 15 855
10 365 10 620
5 907 5 1124
12 714 12 935
25 515 25 710
7 521 7 757
10 474 34 553
33 569 9 642
18 775 18 1050
29 922 24 978
32 714 32 954
44 541 38 616
44 1007 25 1042
8 780 42 823
43 1021 43 1315
41 840 21 904
29 721 23 804
34 828 24 898
11 1042 5 1109
38 1064 38 1299
0 85 60 60 38 39 42 18 33 56 50 61 20 54 58 59 14 45 61 47 52 27 38 54 73 38 47 69 62 51 48 51 50 47 53 27 12 51 36 54 29 65 39 45 62
