4 100 43
12 15 15 16
24 470 8 544
33 403 33 647
23 917 23 1162
23 694 23 946
23 513 23 797
7 463 26 495
40 668 26 744
16 470 16 726
14 650 14 835
42 828 42 1042
18 499 10 574
38 539 38 749
39 892 19 921
40 982 40 1223
18 999 25 1041
39 852 39 1062
22 622 8 687
10 722 25 802
14 710 9 750
32 432 32 693
29 891 29 1114
29 505 20 563
40 1078 40 1266
40 533 37 584
38 983 7 1053
10 642 10 893
22 1006 22 1246
16 1175 16 1385
29 480 13 568
39 1044 21 1111
6 478 35 514
24 720 39 772
26 1015 26 1246
41 588 6 642
19 768 19 963
13 530 13 814
8 1081 8 1328
30 918 30 1176
21 882 28 977
19 923 19 1150
22 669 23 752
11 873 11 1069
15 1053 10 1126
23 680 41 714
5 516 10 597
16 738 27 787
37 801 37 1024
42 489 16 566
12 1014 12 1208
13 801 9 867
34 988 34 1178
36 800 12 827
19 551 37 608
8 529 26 574
9 735 19 763
41 966 17 995
41 1002 41 1258
22 314 22 502
14 394 14 636
40 1046 11 1091
18 1042 18 1289
31 1030 40 1104
16 641 11 731
14 871 14 1076
14 511 14 693
30 966 26 1034
13 921 5 976
24 1152 24 1387
6 1097 6 1332
29 1077 40 1144
16 459 6 514
21 562 21 781
35 313 35 535
41 696 41 930
19 696 13 758
24 815 24 1088
23 1077 40 1129
18 1075 18 1312
19 490 32 523
32 1049 32 1343
13 1024 20 1078
27 1031 6 1066
6 755 12 830
8 1198 8 1380
20 1093 20 1314
35 857 35 1137
25 319 25 602
8 687 8 942
29 393 29 612
32 1049 32 1322
14 1167 14 1446
20 1061 34 1108
23 738 6 804
11 1014 11 1258
40 1144 40 1376
5 621 5 920
42 326 42 509
7 980 7 1279
27 687 9 707
35 785 35 1011
0 85 60 60 25 47 51 35 70 36 76 18 57 61 56 29 65 52 14 55 46 10 42 39 22 18 56 35 70 64 39 69 71 38 55 47 57 48 64 54 21 49 34
85 0 60 60 61 58 37 52 18 50 12 69 47 41 40 58 22 34 72 31 47 79 60 58 71 70 48 51 24 33 59 20 18 58 31 43 50 56 30 33 65 39 56
60 60 0 85 45 73 53 37 44 44 50 45 15 70 24 41 55 49 51 40 61 61 70 24 63 44 15 43 38 29 67 59 44 25 43 55 13 15 63 37 45 35 32
60 60 85 0 48 15 34 51 58 44 60 56 72 21 64 50 41 39 52 49 25 50 20 66 40 58 72 44 64 66 23 42 59 65 47 31 74 72 32 52 51 51 57
25 61 45 48 0 34 28 12 46 12 52 10 38 42 34 5 42 29 11 31 27 19 29 22 18 12 37 11 47 41 26 46 47 22 31 25 38 31 42 30 5 25 14
47 58 73 15 34 0 25 37 52 30 55 41 61 20 53 36 37 30 38 40 14 37 5 52 26 44 60 31 56 56 9 39 53 52 38 20 62 59 29 42 37 40 43
51 37 53 34 28 25 0 24 28 18 31 37 39 17 31 27 15 6 38 16 11 43 25 37 35 39 39 19 32 33 23 19 29 37 13 6 42 41 14 19 32 18 30
35 52 37 51 12 37 24 0 36 8 42 18 27 40 23 7 34 22 22 21 26 31 34 15 29 19 26 7 35 30 30 38 37 15 22 22 28 23 37 20 14 14 7
70 18 44 58 46 52 28 36 0 35 7 54 29 38 22 42 17 23 57 16 39 65 52 40 59 54 31 36 8 16 50 19 1 41 17 33 32 38 27 17 50 22 39
36 50 44 44 12 30 18 8 35 0 41 21 32 33 27 10 31 17 22 20 19 30 27 23 25 22 32 1 37 33 24 34 36 22 20 16 34 30 31 20 16 15 14
76 12 50 60 52 55 31 42 7 41 0 60 36 39 28 49 19 27 63 22 42 70 55 47 64 61 37 42 13 22 54 19 7 47 22 37 39 45 28 23 56 29 45
18 69 45 56 10 41 37 18 54 21 60 0 40 51 39 12 51 38 7 39 36 17 37 22 21 3 39 20 53 47 33 55 54 21 39 34 40 32 51 37 6 32 17
57 47 15 72 38 61 39 27 29 32 36 40 0 56 9 33 40 35 46 25 48 56 58 19 55 40 2 32 24 15 55 44 30 20 28 42 3 12 48 22 39 22 25
61 41 70 21 42 20 17 40 38 33 39 51 56 0 47 42 21 22 50 32 16 52 23 54 41 53 56 34 44 48 24 22 39 53 29 18 58 58 12 34 46 35 46
56 40 24 64 34 53 31 23 22 27 28 39 9 47 0 29 32 26 44 16 40 53 51 20 51 39 10 27 17 9 48 35 22 21 19 34 12 17 39 13 36 14 22
29 58 41 50 5 36 27 7 42 10 49 12 33 42 29 0 39 26 15 27 27 24 32 18 23 13 32 9 42 37 28 43 43 17 28 24 33 26 40 26 8 20 9
65 22 55 41 42 37 15 34 17 31 19 51 40 21 32 39 0 14 52 17 25 58 38 45 50 52 41 31 24 29 37 5 18 45 14 21 43 46 10 20 46 24 40
52 34 49 39 29 30 6 22 23 17 27 38 35 22 26 26 14 0 39 11 17 45 30 34 38 39 35 18 27 27 28 17 24 34 8 10 37 37 16 13 33 14 28
14 72 51 52 11 38 38 22 57 22 63 7 46 50 44 15 52 39 0 42 34 11 33 29 15 9 45 22 57 51 30 56 58 28 42 34 46 38 51 41 8 35 22
55 31 40 49 31 40 16 21 16 20 22 39 25 32 16 27 17 11 42 0 26 49 39 29 44 40 26 21 18 17 37 21 17 29 3 20 28 30 23 4 34 8 25
46 47 61 25 27 14 11 26 39 19 42 36 48 16 40 27 25 17 34 26 0 37 14 41 27 37 48 20 43 43 12 28 40 41 24 7 50 47 20 28 30 27 33
10 79 61 50 19 37 43 31 65 30 70 17 56 52 53 24 58 45 11 49 37 0 32 39 12 18 55 29 65 60 29 61 65 38 49 38 56 48 55 49 18 43 32
42 60 70 20 29 5 25 34 52 27 55 37 58 23 51 32 38 30 33 39 14 32 0 49 21 39 58 28 56 55 4 40 53 48 37 20 60 56 31 41 32 38 39
39 58 24 66 22 52 37 15 40 23 47 22 19 54 20 18 45 34 29 29 41 39 49 0 40 22 18 22 37 29 45 49 41 1 31 37 18 10 49 26 22 22 10
22 71 63 40 18 26 35 29 59 25 64 21 55 41 51 23 50 38 15 44 27 12 21 40 0 23 54 25 61 57 18 53 60 39 43 30 55 49 46 44 19 39 32
18 70 44 58 12 44 39 19 54 22 61 3 40 53 39 13 52 39 9 40 37 18 39 22 23 0 38 21 53 47 35 56 55 21 40 36 39 31 52 38 7 32 17
56 48 15 72 37 60 39 26 31 32 37 39 2 56 10 32 41 35 45 26 48 55 58 18 54 38 0 32 25 16 55 44 31 19 28 42 3 10 48 22 38 22 23
35 51 43 44 11 31 19 7 36 1 42 20 32 34 27 9 31 18 22 21 20 29 28 22 25 21 32 0 37 33 24 35 37 21 20 17 33 29 32 20 15 15 13
70 24 38 64 47 56 32 35 8 37 13 53 24 44 17 42 24 27 57 18 43 65 56 37 61 53 25 37 0 10 54 26 7 38 19 37 27 34 34 17 49 22 37
64 33 29 66 41 56 33 30 16 33 22 47 15 48 9 37 29 27 51 17 43 60 55 29 57 47 16 33 10 0 52 32 16 29 20 37 18 25 38 15 44 18 31
39 59 67 23 26 9 23 30 50 24 54 33 55 24 48 28 37 28 30 37 12 29 4 45 18 35 55 24 54 52 0 39 51 44 35 18 56 53 31 38 29 35 36
69 20 59 42 46 39 19 38 19 34 19 55 44 22 35 43 5 17 56 21 28 61 40 49 53 56 44 35 26 32 39 0 20 49 19 24 47 50 10 24 50 28 44
71 18 44 59 47 53 29 37 1 36 7 54 30 39 22 43 18 24 58 17 40 65 53 41 60 55 31 37 7 16 51 20 0 41 18 34 33 39 28 18 50 23 40
38 58 25 65 22 52 37 15 41 22 47 21 20 53 21 17 45 34 28 29 41 38 48 1 39 21 19 21 38 29 44 49 41 0 31 36 19 11 49 26 21 22 9
55 31 43 47 31 38 13 22 17 20 22 39 28 29 19 28 14 8 42 3 24 49 37 31 43 40 28 20 19 20 35 19 18 31 0 18 31 32 21 6 34 10 26
47 43 55 31 25 20 6 22 33 16 37 34 42 18 34 24 21 10 34 20 7 38 20 37 30 36 42 17 37 37 18 24 34 36 18 0 44 42 17 22 29 20 29
57 50 13 74 38 62 42 28 32 34 39 40 3 58 12 33 43 37 46 28 50 56 60 18 55 39 3 33 27 18 56 47 33 19 31 44 0 10 51 25 39 24 25
48 56 15 72 31 59 41 23 38 30 45 32 12 58 17 26 46 37 38 30 47 48 56 10 49 31 10 29 34 25 53 50 39 11 32 42 10 0 52 27 31 24 18
64 30 63 32 42 29 14 37 27 31 28 51 48 12 39 40 10 16 51 23 20 55 31 49 46 52 48 32 34 38 31 10 28 49 21 17 51 52 0 26 46 29 42
54 33 37 52 30 42 19 20 17 20 23 37 22 34 13 26 20 13 41 4 28 49 41 26 44 38 22 20 17 15 38 24 18 26 6 22 25 27 26 0 33 6 23
21 65 45 51 5 37 32 14 50 16 56 6 39 46 36 8 46 33 8 34 30 18 32 22 19 7 38 15 49 44 29 50 50 21 34 29 39 31 46 33 0 28 15
49 39 35 51 25 40 18 14 22 15 29 32 22 35 14 20 24 14 35 8 27 43 38 22 39 32 22 15 22 18 35 28 23 22 10 20 24 24 29 6 28 0 17
34 56 32 57 14 43 30 7 39 14 45 17 25 46 22 9 40 28 22 25 33 32 39 10 32 17 23 13 37 31 36 44 40 9 26 29 25 18 42 23 15 17 0
