4 100 39
15 16 14 13
38 442 25 479
8 1093 8 1337
27 582 27 786
9 489 9 773
5 490 16 542
15 691 9 748
19 972 19 1200
13 1074 27 1134
33 1017 33 1260
28 669 28 860
14 904 10 945
25 625 25 836
36 530 36 760
25 737 21 771
15 1025 15 1244
38 1043 25 1081
21 1015 21 1308
5 705 5 892
31 401 31 668
36 1069 36 1257
37 853 37 1084
32 734 8 809
26 846 26 1044
8 459 20 534
28 470 7 518
35 1048 28 1097
37 1118 37 1351
20 865 7 915
14 1026 34 1095
19 1022 7 1076
23 431 17 450
31 1063 16 1113
8 731 21 766
22 328 22 572
14 436 14 685
12 500 12 748
19 651 13 682
24 656 17 682
38 796 38 1056
26 682 27 730
26 647 26 835
30 404 30 670
17 329 17 575
12 979 14 1058
34 838 9 855
6 1066 27 1138
14 590 34 677
12 618 31 673
29 900 8 947
17 406 17 700
36 1154 36 1387
6 421 7 465
7 628 9 660
38 646 38 898
26 733 26 946
35 474 35 708
24 1069 22 1126
21 1076 21 1320
32 935 35 964
34 1041 13 1068
34 627 34 808
7 861 7 1134
8 548 35 650
37 769 37 1043
17 1195 17 1477
34 885 34 1161
9 399 9 652
10 542 28 604
38 899 38 1094
10 956 10 1247
11 866 11 1150
20 457 20 491
29 1174 29 1430
14 473 6 556
7 548 7 815
26 392 26 673
33 433 33 694
18 318 18 562
8 487 38 585
21 428 28 493
34 618 23 675
35 708 35 1006
6 838 26 893
21 572 6 599
15 439 15 626
28 1034 29 1110
34 622 34 825
36 499 36 726
17 891 17 1082
24 858 24 1112
26 1175 26 1413
33 624 37 669
17 1194 17 1440
10 831 15 887
7 401 7 634
11 537 11 718
15 650 15 902
29 633 21 682
13 424 22 496
31 877 31 1161
0 85 60 60 56 57 53 53 18 60 48 61 68 55 14 51 68 49 67 59 55 35 24 58 54 53 49 46 65 19 38 59 67 63 67 79 35 55 73
85 0 60 60 30 33 40 42 74 31 50 35 27 32 73 35 19 47 21 28 56 52 67 36 45 36 56 51 23 69 63 49 21 38 30 8 56 31 17
60 60 0 85 48 33 60 23 44 33 19 65 64 39 49 44 45 64 43 43 8 48 38 62 68 33 14 20 42 57 24 75 56 69 32 54 31 41 45
60 60 85 0 42 57 27 64 62 59 67 27 35 51 56 43 54 22 55 48 78 40 60 28 19 55 73 66 54 43 69 13 42 24 66 59 58 48 60
56 30 48 42 0 17 15 26 46 18 32 18 17 10 44 7 15 22 14 7 41 22 40 15 23 16 38 31 14 40 40 30 11 22 25 24 31 8 21
57 33 33 57 17 0 31 11 43 4 19 34 32 7 44 15 15 36 13 11 26 28 36 31 39 5 24 19 11 44 31 45 24 38 12 26 25 10 17
53 40 60 27 15 31 0 38 47 33 42 9 16 24 43 17 29 8 29 22 53 21 42 5 9 29 49 41 28 34 48 15 19 11 40 36 37 22 35
53 42 23 64 26 11 38 0 38 12 9 42 41 16 40 22 25 43 23 20 16 29 31 39 46 10 15 10 21 44 22 53 33 47 15 35 19 18 26
18 74 44 62 46 43 47 38 0 46 32 55 60 43 8 40 55 46 54 47 38 27 8 51 51 39 32 30 52 21 21 57 57 58 52 67 19 43 59
60 31 33 59 18 4 33 12 46 0 20 35 32 9 47 17 13 39 11 12 27 31 39 33 41 8 26 21 10 47 33 47 24 39 8 24 27 12 15
48 50 19 67 32 19 42 9 32 20 0 48 48 23 35 27 33 46 31 28 11 30 25 44 50 17 7 2 29 41 14 57 41 52 24 43 14 25 34
61 35 65 27 18 34 9 42 55 35 48 0 9 28 51 22 28 14 29 24 58 29 51 4 11 33 54 47 29 43 55 15 16 5 41 33 44 25 33
68 27 64 35 17 32 16 41 60 32 48 9 0 26 57 23 23 22 24 22 57 34 55 11 20 32 54 48 25 49 57 23 10 11 37 25 47 24 27
55 32 39 51 10 7 24 16 43 9 23 28 26 0 42 9 13 30 12 5 32 24 36 25 32 7 29 23 10 41 33 39 19 32 17 25 25 3 18
14 73 49 56 44 44 43 40 8 47 35 51 57 42 0 38 55 41 54 46 43 23 12 48 46 39 36 33 51 14 26 51 55 54 54 66 21 42 59
51 35 44 43 7 15 17 22 40 17 27 22 23 9 38 0 18 22 18 9 37 17 34 18 25 13 33 26 16 35 35 32 18 26 25 29 25 6 24
68 19 45 54 15 15 29 25 55 13 33 28 23 13 55 18 0 36 2 10 40 35 49 26 36 18 39 33 5 52 45 42 13 32 16 12 38 13 6
49 47 64 22 22 36 8 43 46 39 46 14 22 30 41 22 36 0 36 28 56 20 42 12 5 34 52 45 35 30 49 12 26 14 46 43 38 27 42
67 21 43 55 14 13 29 23 54 11 31 29 24 12 54 18 2 36 0 9 38 34 47 27 37 16 37 31 3 51 43 42 15 33 14 14 36 12 7
59 28 43 48 7 11 22 20 47 12 28 24 22 5 46 9 10 28 9 0 36 26 40 21 30 12 34 28 8 43 38 36 14 28 18 21 30 4 15
55 56 8 78 41 26 53 16 38 27 11 58 57 32 43 37 40 56 38 36 0 40 31 54 60 26 7 13 36 50 18 67 49 62 27 49 24 34 40
35 52 48 40 22 28 21 29 27 31 30 29 34 24 23 17 35 20 34 26 40 0 23 25 25 24 35 28 32 18 30 32 33 32 39 46 19 22 40
24 67 38 60 40 36 42 31 8 39 25 51 55 36 12 34 49 42 47 40 31 23 0 47 47 32 26 23 45 22 15 54 51 53 45 60 12 36 52
58 36 62 28 15 31 5 39 51 33 44 4 11 25 48 18 26 12 27 21 54 25 47 0 10 30 51 43 27 39 51 16 16 8 39 33 40 22 32
54 45 68 19 23 39 9 46 51 41 50 11 20 32 46 25 36 5 37 30 60 25 47 10 0 37 56 49 36 35 54 8 26 10 48 43 43 30 42
53 36 33 55 16 5 29 10 39 8 17 33 32 7 39 13 18 34 16 12 26 24 32 30 37 0 23 16 14 40 27 44 25 37 16 29 20 9 21
49 56 14 73 38 24 49 15 32 26 7 54 54 29 36 33 39 52 37 34 7 35 26 51 56 23 0 8 35 44 12 63 47 58 28 49 18 31 40
46 51 20 66 31 19 41 10 30 21 2 47 48 23 33 26 33 45 31 28 13 28 23 43 49 16 8 0 29 39 13 56 41 51 25 44 12 25 35
65 23 42 54 14 11 28 21 52 10 29 29 25 10 51 16 5 35 3 8 36 32 45 27 36 14 35 29 0 50 41 42 15 33 13 16 34 10 9
19 69 57 43 40 44 34 44 21 47 41 43 49 41 14 35 52 30 51 43 50 18 22 39 35 40 44 39 50 0 35 40 49 44 55 63 27 40 58
38 63 24 69 40 31 48 22 21 33 14 55 57 33 26 35 45 49 43 38 18 30 15 51 54 27 12 13 41 35 0 61 51 58 37 56 12 35 47
59 49 75 13 30 45 15 53 57 47 57 15 23 39 51 32 42 12 42 36 67 32 54 16 8 44 63 56 42 40 61 0 30 12 54 47 50 36 47
67 21 56 42 11 24 19 33 57 24 41 16 10 19 55 18 13 26 15 14 49 33 51 16 26 25 47 41 15 49 51 30 0 19 28 18 41 16 18
63 38 69 24 22 38 11 47 58 39 52 5 11 32 54 26 32 14 33 28 62 32 53 8 10 37 58 51 33 44 58 12 19 0 45 36 47 29 37
67 30 32 66 25 12 40 15 52 8 24 41 37 17 54 25 16 46 14 18 27 39 45 39 48 16 28 25 13 55 37 54 28 45 0 23 34 19 14
79 8 54 59 24 26 36 35 67 24 43 33 25 25 66 29 12 43 14 21 49 46 60 33 43 29 49 44 16 63 56 47 18 36 23 0 49 25 10
35 56 31 58 31 25 37 19 19 27 14 44 47 25 21 25 38 38 36 30 24 19 12 40 43 20 18 12 34 27 12 50 41 47 34 49 0 26 41
55 31 41 48 8 10 22 18 43 12 25 25 24 3 42 6 13 27 12 4 34 22 36 22 30 9 31 25 10 40 35 36 16 29 19 25 26 0 18
73 17 45 60 21 17 35 26 59 15 34 33 27 18 59 24 6 42 7 15 40 40 52 32 42 21 40 35 9 58 47 47 18 37 14 10 41 18 0
