4 100 52
14 14 14 13
25 613 17 676
10 711 10 911
43 740 21 801
38 599 38 818
26 825 26 1052
36 764 47 841
7 730 23 781
30 741 30 941
50 674 50 859
30 346 30 538
26 1194 26 1433
25 752 25 986
47 709 35 775
16 858 16 1121
32 739 42 802
45 947 45 1234
47 991 47 1287
18 557 32 610
21 372 21 576
9 1200 9 1487
39 926 39 1169
36 800 36 1012
34 865 34 1071
46 1060 8 1135
7 530 7 765
34 856 28 912
25 608 25 876
25 730 25 968
38 699 42 772
38 471 44 490
20 967 20 1221
13 452 13 644
48 883 49 956
25 1178 25 1463
14 1064 14 1313
43 988 43 1283
7 924 7 1111
45 658 45 911
12 846 12 1130
6 1051 21 1117
21 431 21 715
33 1013 13 1072
21 728 14 779
48 469 48 726
50 1015 50 1239
7 347 7 565
7 824 21 864
7 712 21 752
24 978 24 1215
46 956 32 1005
46 653 46 845
10 464 19 486
46 970 34 1038
5 443 5 705
9 737 32 777
21 1172 21 1375
29 469 5 544
48 955 48 1179
51 592 18 670
16 854 16 1105
30 328 30 509
7 994 7 1292
23 314 23 547
34 1054 7 1085
20 332 20 588
38 629 38 818
13 715 13 914
29 427 29 620
38 1026 38 1304
34 979 34 1211
38 871 38 1125
30 646 37 684
22 543 19 610
34 326 34 580
47 1043 47 1316
36 440 36 679
27 547 27 753
35 807 35 1102
12 878 12 1096
11 844 50 914
41 1009 41 1299
10 1076 25 1115
48 529 8 594
19 975 19 1247
37 474 37 769
12 644 12 928
37 1037 37 1264
51 885 45 948
35 711 35 994
5 461 5 662
14 601 14 852
27 621 27 802
28 954 7 1005
46 404 46 685
9 716 9 1002
22 373 22 554
30 966 8 1043
44 693 6 742
38 642 35 713
28 721 28 938
0 85 60 60 55 66 11 46 21 50 24 61 39 33 32 68 34 45 47 25 57 58 49 25 37 17 60 39 55 59 47 45 41 42 43 63 54 30 16 32 56 57 35 80 11 44 63 40 50 50 30 53
85 0 60 60 44 22 77 40 69 47 69 35 57 53 55 19 54 52 45 64 33 46 39 69 65 69 49 49 39 46 44 41 45 60 47 29 51 58 74 65 42 29 62 7 76 44 38 56 55 56 60 49
