4 100 46
12 16 15 13
41 1062 41 1303
6 519 6 795
12 794 12 1059
20 755 36 821
25 327 25 513
45 693 11 759
36 945 14 976
28 626 27 686
37 1039 37 1326
38 784 22 812
28 753 24 806
27 862 27 1116
6 507 6 709
40 1019 40 1295
15 844 8 874
35 525 35 719
19 430 26 452
34 710 34 929
5 648 5 879
9 1110 9 1352
29 1036 29 1219
11 947 11 1147
32 600 44 678
14 884 14 1112
18 868 18 1056
44 1088 44 1305
17 1065 22 1106
41 335 41 614
28 949 44 1021
20 613 20 818
22 537 32 583
18 1085 18 1373
13 595 13 894
18 845 39 943
41 919 41 1158
14 526 11 566
36 841 36 1122
18 563 18 848
44 1029 27 1068
8 1080 8 1355
18 903 20 984
8 541 8 828
42 712 42 926
38 461 8 483
6 1014 22 1064
14 970 14 1163
20 1075 17 1148
9 887 9 1072
45 566 45 818
17 357 17 647
44 433 30 488
33 896 33 1108
17 522 17 712
45 704 45 963
43 646 18 741
41 661 27 729
15 319 15 529
27 364 27 554
16 747 40 800
37 370 37 664
36 1187 36 1466
9 763 9 1054
41 428 41 718
17 1113 17 1390
39 853 12 899
34 902 34 1113
44 1028 44 1274
39 708 39 936
15 322 15 580
28 357 28 580
10 534 10 814
21 852 21 1061
26 751 26 1009
33 959 33 1168
24 503 24 733
42 1126 42 1340
6 451 40 495
41 854 39 885
35 943 41 1037
12 526 12 733
36 347 36 609
19 569 34 596
38 625 42 689
36 1058 36 1318
23 1079 20 1185
11 593 11 789
44 457 21 503
15 975 15 1156
22 319 22 575
39 634 27 685
15 916 15 1191
44 746 40 812
20 556 20 749
9 775 44 824
10 790 17 851
26 301 26 535
17 660 17 934
25 684 13 713
29 1094 29 1374
45 716 45 997
0 85 60 60 42 48 52 32 58 59 47 69 44 33 69 40 58 21 2 54 56 50 30 47 36 56 47 27 46 50 35 60 60 68 72 13 61 58 48 61 65 68 42 79 44 27
85 0 60 60 44 41 49 62 60 37 40 17 63 54 17 52 55 72 84 33 61 40 58 61 54 35 39 60 50 48 53 60 35 26 20 73 25 43 55 40 21 29 44 8 52 59
60 60 0 85 42 55 69 30 4 65 35 50 16 52 47 27 7 63 60 49 4 30 36 75 57 58 40 41 23 19 52 84 27 64 62 50 43 70 15 22 49 33 39 54 64 47
60 60 85 0 44 31 17 63 83 25 51 51 75 37 53 60 79 41 60 39 83 57 55 15 31 31 46 51 63 67 36 2 63 36 42 56 51 19 71 70 48 66 46 59 22 45
42 44 42 44 0 15 28 23 39 26 9 28 32 13 28 16 35 31 40 14 39 14 16 35 17 21 6 17 20 23 13 43 24 31 33 30 20 30 28 28 24 30 3 38 23 15
48 41 55 31 15 0 15 36 52 12 20 26 46 15 28 30 49 32 47 10 53 26 29 24 13 9 15 28 34 37 14 30 33 21 25 38 23 16 42 39 22 37 17 37 13 23
52 49 69 17 28 15 0 48 66 12 34 37 59 23 39 44 63 33 51 23 66 40 40 13 18 16 30 38 47 51 22 15 47 24 30 45 35 8 55 53 33 50 30 46 9 32
32 62 30 63 23 36 48 0 27 48 23 46 15 27 45 10 26 34 31 36 26 22 9 50 32 43 26 13 15 19 27 61 30 53 54 20 38 51 17 31 43 39 22 55 41 19
58 60 4 83 39 52 66 27 0 62 33 48 14 49 46 24 5 60 56 47 2 27 33 72 54 56 38 38 20 16 49 81 26 62 61 47 41 67 12 20 47 32 37 53 61 43
59 37 65 25 26 12 12 48 62 0 30 26 57 26 28 42 58 41 57 16 62 35 41 25 23 7 25 40 44 46 25 24 40 13 19 49 26 7 52 46 23 41 28 34 17 35
47 40 35 51 9 20 34 23 33 30 0 24 28 22 24 14 29 38 46 15 33 6 18 42 25 24 5 21 14 17 21 49 16 32 33 35 16 35 22 20 21 22 6 33 31 22
69 17 50 51 28 26 37 46 48 26 24 0 49 38 3 37 43 56 68 17 49 25 42 49 39 21 23 44 35 35 37 50 23 18 14 57 9 32 42 29 5 19 28 11 38 43
44 63 16 75 32 46 59 15 14 57 28 49 0 39 47 16 15 48 44 43 12 25 22 63 45 51 33 27 15 15 39 74 28 59 60 34 41 61 8 25 47 36 30 55 53 33
33 54 52 37 13 15 23 27 49 26 22 38 39 0 39 25 46 18 32 22 49 27 19 25 6 23 19 15 30 35 2 35 37 35 40 23 32 28 37 41 34 43 16 49 15 10
69 17 47 53 28 28 39 45 46 28 24 3 47 39 0 35 41 57 68 18 47 24 41 50 40 24 22 44 33 33 38 52 21 20 17 57 8 35 40 26 6 17 27 10 40 43
40 52 27 60 16 30 44 10 24 42 14 37 16 25 35 0 22 37 39 28 24 12 11 49 30 36 18 15 6 11 25 58 20 45 46 28 28 46 13 22 33 29 14 45 38 20
58 55 7 79 35 49 63 26 5 58 29 43 15 46 41 22 0 58 57 42 7 23 31 69 51 52 34 36 17 13 46 78 21 57 56 46 36 63 11 15 42 27 33 48 58 42
21 72 63 41 31 32 33 34 60 41 38 56 48 18 57 37 58 0 19 40 59 43 27 26 19 39 36 22 43 48 20 39 53 51 56 18 50 39 48 57 52 60 32 66 25 18
2 84 60 60 40 47 51 31 56 57 46 68 44 32 68 39 57 19 0 52 56 48 29 45 35 55 46 25 44 49 33 58 58 67 71 12 60 57 47 60 63 66 41 78 43 25
54 33 49 39 14 10 23 36 47 16 15 17 43 22 18 28 42 40 52 0 47 20 29 34 22 10 11 30 29 31 20 38 25 18 20 42 13 22 37 31 13 27 15 27 23 28
56 61 4 83 39 53 66 26 2 62 33 49 12 49 47 24 7 59 56 47 0 28 32 72 54 56 38 37 20 17 48 81 27 62 61 46 42 67 12 22 48 33 37 54 61 43
50 40 30 57 14 26 40 22 27 35 6 25 25 27 24 12 23 43 48 20 28 0 20 48 31 29 11 24 10 12 26 55 11 35 36 37 17 40 18 15 23 18 12 33 36 26
30 58 36 55 16 29 40 9 33 41 18 42 22 19 41 11 31 27 29 29 32 20 0 43 24 36 20 6 17 22 19 53 30 46 49 18 34 43 21 32 38 38 15 51 33 11
47 61 75 15 35 24 13 50 72 25 42 49 63 25 50 49 69 26 45 34 72 48 43 0 19 28 38 39 53 57 25 13 56 37 43 42 46 20 61 62 44 60 37 58 12 32
36 54 57 31 17 13 18 32 54 23 25 39 45 6 40 30 51 19 35 22 54 31 24 19 0 21 22 21 35 39 6 30 40 33 38 28 33 23 43 45 34 46 19 49 10 15
56 35 58 31 21 9 16 43 56 7 24 21 51 23 24 36 52 39 55 10 56 29 36 28 21 0 19 35 38 40 22 30 34 13 18 46 20 13 46 40 18 35 22 31 18 31
