8 2000 626
96 96 127 113 101 124 109 98 
368 847 368 1062
597 1030 475 1101
194 684 576 734
131 1019 131 1293
288 1045 312 1123
28 1154 28 1356
251 795 426 861
354 1032 354 1248
290 834 290 1102
325 636 447 674
396 1182 396 1475
299 941 299 1170
416 826 416 1064
225 354 225 622
376 562 376 842
310 740 145 772
594 861 301 924
288 670 288 894
84 711 491 786
524 1001 357 1047
536 782 536 1016
513 1137 513 1385
577 663 395 733
600 600 206 634
59 1012 59 1208
437 1166 437 1362
333 598 244 650
456 801 188 875
504 714 504 912
175 434 312 501
524 754 524 981
584 476 45 518
560 1159 560 1439
391 803 391 1038
532 816 532 1084
28 1047 195 1101
498 623 397 697
374 874 327 973
605 1006 605 1237
38 442 317 476
53 1186 53 1469
537 569 537 798
607 602 153 675
553 681 553 976
588 522 568 594
445 912 445 1157
119 1010 119 1223
485 417 485 640
273 729 254 810
398 918 326 960
87 811 134 856
440 993 440 1284
524 391 524 574
226 1016 226 1225
270 734 554 756
359 926 359 1133
138 696 138 894
375 980 375 1225
624 710 575 766
20 747 20 972
188 844 188 1034
174 804 213 853
25 487 25 733
407 920 407 1169
282 401 282 689
224 591 224 815
368 653 595 733
350 657 516 727
104 530 120 611
265 657 619 707
70 594 286 647
177 535 177 830
138 932 138 1137
337 797 572 840
179 978 530 999
47 760 47 980
182 684 182 970
549 798 549 986
510 312 510 582
449 1151 449 1426
302 637 302 837
79 738 30 786
238 574 439 639
84 966 84 1260
189 429 74 491
88 932 574 1011
188 429 188 638
365 947 365 1180
243 591 350 673
12 867 12 1145
396 478 488 508
421 868 319 930
511 936 43 988
485 649 485 863
130 739 130 1004
352 660 234 721
297 879 425 933
16 593 16 883
25 953 25 1231
490 639 350 710
444 610 444 798
38 859 38 1054
617 1010 617 1232
263 373 263 569
309 426 309 648
259 634 259 829
157 1113 157 1411
290 412 290 606
297 458 297 707
499 928 499 1216
308 608 562 641
574 1025 574 1266
133 1119 133 1375
86 1085 86 1293
259 914 259 1122
529 925 529 1189
137 740 137 934
175 840 175 1061
315 893 315 1178
294 636 294 897
183 1015 261 1055
324 826 324 1114
71 713 498 750
182 882 348 989
43 633 43 903
492 641 291 705
479 1074 479 1373
55 763 609 795
449 706 547 763
98 436 19 470
247 1089 247 1297
59 777 59 1033
76 918 70 957
378 1072 525 1125
320 1106 320 1340
375 946 529 1008
101 1073 244 1131
571 969 22 1014
83 804 453 862
352 1054 352 1238
460 726 460 1011
47 962 47 1163
459 839 380 903
351 814 292 881
116 645 486 681
151 451 169 515
461 1172 461 1420
443 732 276 757
31 977 31 1272
235 817 235 1003
237 501 237 773
623 664 149 708
309 520 144 597
19 442 306 489
386 761 386 961
71 776 71 974
337 761 337 986
124 634 124 878
377 1026 377 1250
117 696 117 913
52 589 52 836
504 329 504 610
344 302 344 600
336 468 47 534
228 1042 228 1287
224 462 450 496
104 688 147 734
413 1005 314 1043
316 345 316 545
116 1162 116 1353
87 823 421 912
506 462 26 513
351 523 258 576
42 605 83 675
114 1066 222 1136
106 1038 497 1098
488 834 302 871
212 311 212 592
265 351 265 549
163 636 163 888
71 928 537 960
442 808 622 829
392 1052 392 1311
201 402 201 682
86 508 342 608
16 1172 16 1420
580 679 474 740
261 504 261 774
145 1022 145 1232
402 1028 594 1047
373 457 404 515
524 925 524 1140
192 497 192 686
609 557 245 639
255 462 406 508
345 1198 345 1411
589 1078 589 1343
320 646 320 931
57 446 57 715
243 1029 243 1215
256 466 256 735
52 422 52 633
489 425 209 473
556 370 556 577
393 951 393 1248
47 346 47 605
272 457 298 533
412 413 412 622
169 740 32 806
233 990 233 1280
529 420 529 701
536 1031 536 1327
541 870 187 940
476 336 476 558
110 824 110 1021
54 853 54 1089
117 734 64 782
146 1124 146 1398
457 966 457 1266
228 946 228 1232
40 874 40 1060
38 490 38 788
400 350 400 626
477 1176 477 1467
47 1199 47 1444
572 589 572 813
46 604 265 632
269 414 269 684
333 1014 333 1276
610 583 610 831
261 882 213 932
212 426 158 485
553 725 553 1003
556 1099 556 1306
17 1167 17 1441
475 713 475 899
485 752 121 809
325 735 325 922
363 426 617 476
292 523 222 585
414 583 414 795
535 316 535 604
470 757 163 804
315 627 315 919
135 753 135 1017
310 566 310 778
445 640 13 714
206 1044 116 1108
55 895 55 1190
571 1022 571 1206
110 1164 110 1460
294 889 294 1149
594 1074 414 1147
418 1104 418 1302
495 566 442 629
232 994 232 1273
362 1067 362 1329
509 539 177 606
147 853 84 932
204 934 293 1009
622 659 510 709
368 1002 104 1044
559 636 9 715
483 1128 483 1408
35 957 35 1186
190 521 190 800
547 777 133 817
560 491 560 701
235 1051 169 1077
169 1043 27 1143
310 1147 310 1440
193 555 83 585
586 860 586 1066
76 397 76 671
606 430 606 636
258 749 258 962
302 855 239 895
202 1018 202 1208
26 876 71 899
454 606 522 664
126 764 126 963
620 803 620 1092
146 642 146 932
473 534 49 582
427 841 427 1068
442 856 442 1046
43 582 43 793
208 544 303 608
30 982 30 1207
93 558 93 759
46 995 400 1041
153 503 587 554
232 764 232 997
82 516 154 550
221 845 450 910
10 859 47 911
439 635 584 673
545 952 545 1187
156 1097 156 1379
405 1124 405 1376
523 1029 323 1063
207 682 23 757
426 675 426 948
223 438 142 493
285 458 192 508
140 1157 140 1355
558 564 558 811
604 1092 604 1297
565 1128 565 1391
216 713 216 959
315 967 168 1013
168 481 168 739
298 1055 389 1134
569 716 569 897
219 596 159 654
517 674 235 723
131 427 485 472
609 335 609 634
561 803 561 991
19 1036 22 1114
148 471 225 572
508 502 597 551
624 556 624 738
413 1187 413 1419
272 590 309 666
289 650 289 860
621 723 621 946
515 759 398 808
369 1017 369 1293
58 1026 58 1323
497 687 143 747
444 1069 444 1346
158 345 158 580
329 1028 329 1218
81 835 81 1132
101 771 591 838
472 442 343 517
478 654 296 694
394 603 394 805
362 927 362 1214
30 435 11 515
353 560 353 781
568 469 171 536
625 653 625 900
538 886 538 1120
618 864 618 1112
207 709 207 915
293 710 293 934
533 1127 533 1367
386 667 386 881
422 1120 422 1388
196 1015 108 1095
406 1135 406 1323
309 650 309 910
468 430 73 458
23 1050 23 1254
157 508 570 548
366 520 360 587
14 743 14 1036
440 685 440 921
85 488 85 726
202 1036 202 1250
410 726 410 1023
591 469 211 556
17 1093 17 1387
560 1042 523 1091
169 749 169 979
444 1107 444 1367
448 1148 448 1371
264 595 264 806
225 348 225 611
276 930 276 1115
354 1141 354 1363
482 1001 26 1056
264 824 264 1037
379 1187 379 1370
223 634 379 687
412 909 62 930
298 895 509 976
125 853 125 1101
620 1180 620 1438
41 522 41 732
133 837 133 1078
129 563 129 758
482 1077 591 1150
428 763 428 969
39 664 39 958
297 1056 78 1100
229 864 354 886
36 514 36 755
62 545 62 735
141 1044 141 1276
218 602 249 654
10 764 10 957
396 572 396 780
470 1053 495 1090
25 893 25 1164
582 1052 582 1249
416 808 416 993
136 540 136 767
278 654 278 927
615 657 615 939
244 831 244 1031
242 760 259 863
329 1113 329 1307
38 599 63 647
228 446 228 708
350 659 340 721
474 505 474 777
104 434 423 502
592 361 592 554
455 437 455 716
157 679 376 715
247 579 247 819
531 962 379 1032
326 911 466 978
590 610 590 840
254 423 254 627
57 695 57 973
29 814 29 1054
552 1194 552 1391
216 440 569 505
399 797 28 845
240 514 240 763
239 1017 287 1035
562 685 250 751
245 1021 245 1320
520 820 325 875
621 972 621 1188
178 510 531 576
390 691 390 977
158 518 392 539
552 767 545 808
124 1109 124 1394
107 1079 107 1271
430 633 430 828
142 569 523 651
417 512 417 791
537 1048 464 1086
383 672 499 748
97 1075 97 1267
202 998 202 1251
324 1042 324 1342
415 1064 206 1105
39 370 39 613
511 347 511 588
536 1074 536 1281
62 625 62 856
378 958 378 1253
109 718 109 902
95 919 95 1117
13 693 44 740
359 1001 54 1078
584 1043 20 1068
130 1052 101 1104
388 471 474 505
387 668 13 714
576 504 553 579
441 813 56 885
546 872 252 930
60 952 580 983
571 715 169 814
38 925 38 1188
