85
31
9;5;6;8;5;3;12;10;10;10;12;10;6;9;17;20;7;12;6;10;12;9;3;5;0;0;0;0;0;0;0;
8;11;11;13;11;9;16;14;7;12;7;16;12;13;11;19;0;8;12;16;18;10;7;7;8;8;8;8;8;8;8;
7;10;9;6;7;9;4;3;14;3;14;14;10;0;20;19;12;15;9;17;19;8;9;8;9;9;9;9;9;9;9;
7;10;9;6;7;9;4;3;14;3;14;14;10;0;20;19;12;15;9;17;19;8;9;8;9;9;9;9;9;9;9;
7;10;9;6;7;9;4;3;14;3;14;14;10;0;20;19;12;15;9;17;19;8;9;8;9;9;9;9;9;9;9;
13;21;21;20;19;21;23;20;14;18;20;28;22;19;26;0;18;20;20;27;29;15;16;16;20;20;20;20;20;20;20;
10;3;2;5;4;4;10;11;14;11;15;8;1;10;17;22;11;16;4;9;11;11;8;8;6;6;6;6;6;6;6;
10;3;2;5;4;4;10;11;14;11;15;8;1;10;17;22;11;16;4;9;11;11;8;8;6;6;6;6;6;6;6;
10;3;2;5;4;4;10;11;14;11;15;8;1;10;17;22;11;16;4;9;11;11;8;8;6;6;6;6;6;6;6;
7;10;9;6;7;9;4;3;14;3;14;14;10;0;20;19;12;15;9;17;19;8;9;8;9;9;9;9;9;9;9;
6;7;6;6;4;5;12;10;7;8;8;12;7;9;14;16;6;9;6;12;14;7;1;2;4;4;4;4;4;4;4;
7;10;9;6;7;9;4;3;14;3;14;14;10;0;20;19;12;15;9;17;19;8;9;8;9;9;9;9;9;9;9;
10;3;2;5;4;4;10;11;14;11;15;8;1;10;17;22;11;16;4;9;11;11;8;8;6;6;6;6;6;6;6;
7;10;9;6;7;9;4;3;14;3;14;14;10;0;20;19;12;15;9;17;19;8;9;8;9;9;9;9;9;9;9;
13;21;21;20;19;21;23;20;14;18;20;28;22;19;26;0;18;20;20;27;29;15;16;16;20;20;20;20;20;20;20;
10;3;2;5;4;4;10;11;14;11;15;8;1;10;17;22;11;16;4;9;11;11;8;8;6;6;6;6;6;6;6;
10;3;2;5;4;4;10;11;14;11;15;8;1;10;17;22;11;16;4;9;11;11;8;8;6;6;6;6;6;6;6;
7;10;9;6;7;9;4;3;14;3;14;14;10;0;20;19;12;15;9;17;19;8;9;8;9;9;9;9;9;9;9;
8;11;11;13;11;9;16;14;7;12;7;16;12;13;11;19;0;8;12;16;18;10;7;7;8;8;8;8;8;8;8;
10;3;2;5;4;4;10;11;14;11;15;8;1;10;17;22;11;16;4;9;11;11;8;8;6;6;6;6;6;6;6;
7;10;9;6;7;9;4;3;14;3;14;14;10;0;20;19;12;15;9;17;19;8;9;8;9;9;9;9;9;9;9;
7;10;9;6;7;9;4;3;14;3;14;14;10;0;20;19;12;15;9;17;19;8;9;8;9;9;9;9;9;9;9;
10;3;2;5;4;4;10;11;14;11;15;8;1;10;17;22;11;16;4;9;11;11;8;8;6;6;6;6;6;6;6;
13;21;21;20;19;21;23;20;14;18;20;28;22;19;26;0;18;20;20;27;29;15;16;16;20;20;20;20;20;20;20;
