8 1500 480
94 79 94 88 83 70 82 69
388 743 78 830
116 665 116 907
459 721 158 804
175 342 175 531
234 632 234 822
238 953 238 1201
97 815 477 851
75 362 75 565
232 933 232 1134
12 855 12 1125
49 391 49 638
332 331 332 574
82 450 346 526
76 846 177 909
210 582 433 637
165 733 165 1031
474 357 474 559
111 1079 111 1329
307 885 68 917
389 524 237 587
152 713 241 763
410 689 399 755
428 1080 428 1371
353 745 353 1027
116 836 116 1075
103 626 140 682
451 382 451 634
283 1088 283 1302
237 898 237 1110
27 440 27 625
132 724 60 753
340 672 434 733
95 936 67 1007
242 649 242 868
396 716 50 794
123 312 123 544
377 1094 377 1348
273 775 440 824
263 668 263 871
259 1190 259 1470
185 429 185 705
453 511 453 726
342 983 74 1039
19 822 283 872
243 477 243 735
293 1050 293 1281
395 525 395 725
194 1166 194 1394
101 914 101 1125
108 505 126 590
433 782 433 1040
344 425 178 477
99 918 15 1012
107 986 293 1063
143 1061 143 1246
24 374 24 644
78 734 384 792
453 832 453 1078
134 963 134 1232
361 839 361 1026
409 1054 216 1091
143 668 158 722
128 647 128 917
94 970 68 1042
129 409 129 612
101 1056 125 1146
118 711 118 997
152 452 152 693
238 884 357 927
227 578 227 849
213 848 213 1127
352 462 444 562
89 1049 89 1316
144 845 144 1116
373 534 373 744
9 1194 9 1494
236 717 236 950
401 1084 401 1366
272 835 124 884
255 903 255 1135
43 943 43 1226
153 527 268 610
265 1096 265 1302
172 887 172 1099
254 397 254 677
329 740 329 960
48 1067 48 1349
55 1128 55 1335
360 790 401 804
443 864 443 1085
316 919 316 1194
417 493 338 537
97 956 136 1000
376 830 10 893
259 475 259 683
315 610 476 640
329 469 266 505
125 770 213 836
341 372 341 570
362 1015 362 1254
97 322 97 570
309 495 309 744
107 1067 427 1140
213 595 213 825
61 1028 300 1095
337 648 220 707
395 926 190 988
292 729 292 950
165 462 135 518
289 388 289 666
28 1040 199 1104
438 360 438 597
417 564 417 829
328 565 141 622
52 678 52 931
333 979 143 1018
476 842 159 886
170 974 170 1214
461 539 322 590
138 517 179 566
376 578 376 872
291 1085 291 1356
295 707 140 746
340 669 340 850
114 1168 114 1415
305 848 305 1043
393 624 253 697
398 567 398 810
88 546 88 776
19 510 50 542
243 478 349 509
35 916 35 1111
286 1141 286 1365
222 967 141 991
342 459 342 723
457 942 457 1237
386 342 386 615
73 951 73 1134
118 373 118 659
129 718 129 933
158 660 112 691
309 956 309 1199
410 724 410 910
234 943 125 979
465 580 104 600
269 757 269 1000
69 792 226 849
387 930 387 1149
22 460 22 735
474 544 474 835
252 471 238 523
334 739 334 929
477 846 477 1036
219 893 219 1144
128 649 128 854
342 513 342 784
154 971 154 1244
286 558 286 774
373 778 373 1013
16 780 16 1045
74 1011 74 1208
219 947 219 1139
58 632 392 677
155 1063 155 1337
44 636 44 860
385 426 385 715
293 1126 293 1401
446 1131 446 1324
248 795 248 1069
127 1075 259 1127
277 312 277 527
52 630 52 898
355 774 355 1026
374 780 272 856
236 855 236 1101
87 802 205 876
456 1126 456 1419
446 508 446 793
289 841 289 1079
68 372 68 669
141 731 384 763
203 987 281 1045
477 387 477 571
14 1048 452 1091
463 1020 463 1314
71 363 71 606
467 1027 467 1282
292 868 292 1094
95 589 95 841
