8 1500 545
94 81 79 92 93 91 85 67
315 588 315 858
249 1034 249 1250
441 430 273 474
318 576 318 759
358 923 11 998
90 870 90 1156
37 832 37 1091
496 547 201 591
45 315 45 552
282 751 282 1006
441 879 441 1152
271 835 271 1071
22 855 22 1063
25 746 374 805
49 327 49 599
248 1048 248 1265
42 705 376 790
185 906 185 1168
152 445 166 487
113 980 377 1049
57 946 465 1009
375 420 375 627
514 714 460 789
285 793 429 887
50 824 155 885
524 938 524 1166
146 532 146 821
312 829 312 1036
187 713 419 755
290 771 290 1052
173 770 173 962
528 962 528 1221
168 856 168 1146
367 993 316 1013
95 731 95 948
352 964 352 1176
24 573 472 638
216 1190 216 1474
396 765 396 1013
80 728 80 994
355 683 493 723
213 736 213 920
127 561 127 822
49 1059 49 1253
180 995 105 1072
381 856 453 906
347 786 347 975
246 521 246 767
399 939 518 1003
116 1146 116 1370
493 914 493 1192
470 768 307 820
215 1187 215 1444
289 934 289 1117
517 908 372 924
345 430 452 496
85 1064 85 1269
386 459 136 513
258 463 63 515
440 347 440 552
340 1046 415 1113
418 1017 418 1304
180 454 291 536
328 864 328 1104
196 1168 196 1376
44 535 44 751
175 818 507 866
378 409 378 604
500 307 500 507
29 945 29 1217
532 625 532 884
320 307 320 540
44 521 201 600
466 1200 466 1418
39 305 39 541
254 638 254 840
337 662 210 716
404 1119 404 1394
500 505 500 702
400 666 65 719
65 1118 65 1363
498 1195 498 1416
206 768 206 1067
406 674 541 754
492 684 492 914
359 913 215 975
272 615 272 836
147 1087 147 1359
473 388 473 634
340 780 340 987
469 818 469 1041
368 529 368 820
47 820 47 1077
524 490 251 553
35 1197 35 1405
98 475 389 522
139 797 139 1084
77 512 77 764
271 957 309 993
241 358 241 647
286 880 286 1157
352 334 352 560
80 760 259 818
19 946 87 1014
514 676 514 975
533 441 230 480
471 901 471 1189
134 863 336 903
488 1039 386 1107
221 733 221 971
513 678 513 947
140 487 325 526
458 1197 458 1477
366 437 209 499
124 733 290 790
467 903 467 1151
541 757 541 1027
241 1048 248 1084
335 682 335 933
93 527 93 768
344 460 344 645
409 679 19 720
378 438 378 685
363 708 59 766
298 1048 88 1097
323 718 323 935
485 1136 485 1348
422 446 83 494
203 951 203 1151
227 598 452 665
386 713 386 941
334 930 334 1137
96 769 96 983
249 794 249 1091
309 659 309 883
228 951 228 1170
350 953 350 1181
305 679 147 740
237 730 355 809
98 1061 339 1116
457 1023 114 1081
501 1094 501 1278
334 687 334 917
409 1002 409 1233
299 1061 299 1350
272 734 272 990
191 629 410 676
393 304 393 521
256 505 256 705
429 994 429 1285
507 903 507 1201
112 767 112 971
288 917 288 1167
193 1129 193 1364
367 874 216 926
367 1090 367 1302
207 457 166 512
525 501 525 787
406 370 406 581
417 1050 417 1280
412 1082 412 1349
158 708 158 986
271 789 412 826
438 1035 34 1086
154 601 154 824
229 848 229 1061
245 920 245 1134
307 303 307 558
252 767 514 854
382 501 382 687
84 552 84 798
265 1036 265 1328
453 720 64 772
433 524 195 601
107 550 391 621
446 1100 446 1312
216 555 510 624
412 1048 321 1100
376 901 265 943
451 782 14 858
397 872 298 935
222 444 296 502
91 978 91 1194
188 750 20 803
276 1088 276 1285
129 926 129 1147
213 457 65 536
57 1200 57 1423
296 618 296 902
65 641 245 716
256 425 524 493
163 417 163 706
518 850 309 899
463 735 463 950
524 1040 524 1287
283 1008 442 1034
333 867 372 935
485 886 434 964
52 436 262 516
521 921 521 1138
282 1065 21 1128
455 697 243 733
71 930 71 1199
281 740 281 1017
110 1024 250 1050
308 580 308 779
130 872 525 921
372 770 372 1054
523 332 523 536
402 1140 402 1330
234 1096 234 1299
419 513 73 578
239 1050 361 1125
342 499 342 734
407 581 407 807
194 901 51 943
181 1065 281 1144
413 839 413 1095
125 354 125 575
393 1075 190 1148
350 1047 350 1309
294 323 294 574
65 388 65 589
22 1127 22 1420
238 922 238 1122
93 643 93 838
53 1052 53 1276
101 677 443 717
452 1027 452 1215
72 454 72 696
329 787 329 993
65 874 65 1082
382 646 382 904
478 831 134 875
373 458 521 486
417 479 417 765
206 574 527 680
278 335 278 518
172 541 520 582
376 601 230 625
279 944 349 993
456 1051 118 1086
100 511 370 575
224 875 224 1151
326 592 326 833
278 953 278 1216
345 476 345 673
454 507 454 700
115 949 309 997
466 606 466 872
232 406 232 686
347 677 347 922
382 335 382 619
300 738 300 988
529 972 49 1039
374 1151 374 1412
536 644 383 737
446 983 248 1026
321 885 321 1126
28 344 28 636
399 1022 351 1091
409 893 409 1080
342 335 342 628
404 830 305 846
9 424 9 610
430 793 430 976
328 1047 182 1137
524 1045 524 1295
269 547 67 622
27 670 27 936
525 1036 525 1043
302 1035 302 1317
352 701 352 944
420 638 420 885
117 447 378 524
436 705 436 960
470 758 450 813
431 520 188 550
494 679 239 775
440 618 440 903
272 577 272 841
475 744 475 1011
183 821 183 1101
224 457 111 496
290 809 240 880
470 1027 365 1068
369 636 205 671
469 951 469 1210
170 733 170 916
296 963 464 1009
134 1134 134 1417
492 941 492 1148
210 724 210 1024
120 555 120 785
244 548 244 841
255 515 255 764
513 399 513 593
522 618 111 643
289 536 289 814
157 598 155 654
307 891 307 1148
507 528 218 610
477 896 539 951
235 978 428 1051
33 989 33 1193
522 670 522 922
457 437 457 720
88 1006 88 1193
102 1084 102 1372
344 901 344 1086
221 714 221 902
139 312 139 584
425 1158 425 1412
203 984 115 1026
371 788 400 846
330 908 130 937
247 637 281 677
288 1002 288 1281
401 687 401 872
349 1171 349 1387
412 1050 182 1134
45 571 45 857
291 852 530 926
267 1051 11 1140
171 676 171 947
283 653 283 870
214 467 481 528
73 705 73 978
174 579 543 639
531 983 531 1281
417 897 417 1175
52 812 52 1041
523 939 523 1167
420 455 420 662
355 611 355 863
192 1118 192 1385
494 1199 494 1451
414 676 287 708
322 584 322 854
495 857 172 896
264 545 264 799
339 495 339 740
76 741 25 801
496 318 496 576
297 1096 297 1330
115 468 115 662
485 1027 485 1257
155 1033 486 1057
66 902 133 989
149 369 149 591
60 1193 60 1427
478 1066 49 1100
106 1061 326 1125
265 471 269 560
28 575 464 638
505 585 505 839
173 349 173 608
513 669 513 881
156 696 156 994
25 1074 282 1159
543 1061 26 1127
482 637 443 699
454 995 269 1029
489 973 100 998
72 467 15 515
407 841 233 894
153 802 153 1089
205 1020 205 1255
19 670 19 933
172 823 172 1014
411 472 411 666
183 1073 528 1120
336 504 161 575
460 729 460 1014
156 596 156 826
405 385 405 652
370 1028 370 1240
544 633 544 849
142 462 142 678
440 1031 464 1061
96 435 27 460
203 885 203 1164
407 785 407 983
194 667 194 949
425 429 425 690
181 1165 181 1454
472 379 472 677
468 426 468 617
101 593 101 848
531 699 531 956
534 555 184 614
368 1028 190 1088
169 1112 169 1361
538 796 538 1003
378 993 471 1062
222 843 222 1025
181 1198 181 1477
182 311 182 545
534 661 531 685
479 912 472 952
